epoch,step,train_loss,train_loss_epoch,val_auc,val_f1,val_loss,val_map,weight_norm/fc.0.bias,weight_norm/fc.0.weight,weight_norm/fc.3.bias,weight_norm/fc.3.weight,weight_norm/gru.bias_hh_l0,weight_norm/gru.bias_hh_l1,weight_norm/gru.bias_ih_l0,weight_norm/gru.bias_ih_l1,weight_norm/gru.weight_hh_l0,weight_norm/gru.weight_hh_l1,weight_norm/gru.weight_ih_l0,weight_norm/gru.weight_ih_l1
0,0,,,,,,,0.40672028064727783,6.549602508544922,0.7267444729804993,8.150434494018555,0.9956541657447815,1.0113016366958618,1.0000355243682861,0.9979850649833679,15.954484939575195,15.996135711669922,27.716476440429688,16.00567626953125
0,0,,,,,,,,,,,,,,,,,,
0,9,0.6924778819084167,,,,,,,,,,,,,,,,,
0,19,0.23435576260089874,,,,,,,,,,,,,,,,,
0,29,0.08453713357448578,,,,,,,,,,,,,,,,,
0,39,0.06377990543842316,,,,,,,,,,,,,,,,,
0,49,0.06297174096107483,,,,,,,,,,,,,,,,,
0,59,0.06294742226600647,,,,,,,,,,,,,,,,,
0,69,0.06516920775175095,,,,,,,,,,,,,,,,,
0,79,0.06024184450507164,,,,,,,,,,,,,,,,,
0,89,0.05654832720756531,,,,,,,,,,,,,,,,,
0,99,0.06126561760902405,,,,,,,,,,,,,,,,,
0,109,0.057963695377111435,,,,,,,,,,,,,,,,,
0,119,0.05954182893037796,,,,,,,,,,,,,,,,,
0,129,0.05149271711707115,,,,,,,,,,,,,,,,,
0,139,0.05255323648452759,,,,,,,,,,,,,,,,,
0,149,0.05566743016242981,,,,,,,,,,,,,,,,,
0,159,0.06403890252113342,,,,,,,,,,,,,,,,,
0,169,0.05710608512163162,,,,,,,,,,,,,,,,,
0,179,0.059392016381025314,,,,,,,,,,,,,,,,,
0,189,0.06027580425143242,,,,,,,,,,,,,,,,,
0,199,0.05834120512008667,,,,,,,,,,,,,,,,,
0,209,0.057257771492004395,,,,,,,,,,,,,,,,,
0,219,0.06060298904776573,,,,,,,,,,,,,,,,,
0,229,0.06317809969186783,,,,,,,,,,,,,,,,,
0,239,0.05667660012841225,,,,,,,,,,,,,,,,,
0,249,0.05740894749760628,,,,,,,,,,,,,,,,,
0,259,0.06131209060549736,,,,,,,,,,,,,,,,,
0,269,0.05679257959127426,,,,,,,,,,,,,,,,,
0,279,0.055961646139621735,,,,,,,,,,,,,,,,,
0,289,0.05745680630207062,,,,,,,,,,,,,,,,,
0,299,0.05869666859507561,,,,,,,,,,,,,,,,,
0,309,0.06138356402516365,,,,,,,,,,,,,,,,,
0,319,0.0564458929002285,,,,,,,,,,,,,,,,,
0,329,0.06305227428674698,,,,,,,,,,,,,,,,,
0,339,0.05475638434290886,,,,,,,,,,,,,,,,,
0,349,0.05791231617331505,,,,,,,,,,,,,,,,,
0,359,0.054993096739053726,,,,,,,,,,,,,,,,,
0,369,0.05909423157572746,,,,,,,,,,,,,,,,,
0,379,0.06027292460203171,,,,,,,,,,,,,,,,,
0,389,0.06016746163368225,,,,,,,,,,,,,,,,,
0,399,0.05946842581033707,,,,,,,,,,,,,,,,,
0,409,0.05594577640295029,,,,,,,,,,,,,,,,,
0,419,0.059434276074171066,,,,,,,,,,,,,,,,,
0,429,0.05512562766671181,,,,,,,,,,,,,,,,,
0,439,0.05618295446038246,,,,,,,,,,,,,,,,,
0,449,0.06263318657875061,,,,,,,,,,,,,,,,,
0,459,0.059565626084804535,,,,,,,,,,,,,,,,,
0,469,0.05588136613368988,,,,,,,,,,,,,,,,,
0,479,0.057100068777799606,,,,,,,,,,,,,,,,,
0,489,0.06574701517820358,,,,,,,,,,,,,,,,,
0,499,0.06086339056491852,,,,,,,,,,,,,,,,,
0,509,0.06014788895845413,,,,,,,,,,,,,,,,,
0,519,0.05859443545341492,,,,,,,,,,,,,,,,,
0,529,0.05014386028051376,,,,,,,,,,,,,,,,,
0,539,0.0600741021335125,,,,,,,,,,,,,,,,,
0,549,0.05607717111706734,,,,,,,,,,,,,,,,,
0,559,0.059432048350572586,,,,,,,,,,,,,,,,,
0,564,,0.06847044825553894,,,,,,,,,,,,,,,,
1,569,0.05806693062186241,,,,,,,,,,,,,,,,,
1,579,0.06282822787761688,,,,,,,,,,,,,,,,,
1,589,0.06099538505077362,,,,,,,,,,,,,,,,,
1,599,0.06163058429956436,,,,,,,,,,,,,,,,,
1,609,0.058676496148109436,,,,,,,,,,,,,,,,,
1,619,0.05603782832622528,,,,,,,,,,,,,,,,,
1,629,0.05707845464348793,,,,,,,,,,,,,,,,,
1,639,0.05776558071374893,,,,,,,,,,,,,,,,,
1,649,0.05862221494317055,,,,,,,,,,,,,,,,,
1,659,0.056542474776506424,,,,,,,,,,,,,,,,,
1,669,0.06146784499287605,,,,,,,,,,,,,,,,,
1,679,0.05312930792570114,,,,,,,,,,,,,,,,,
1,689,0.05587075650691986,,,,,,,,,,,,,,,,,
1,699,0.057749487459659576,,,,,,,,,,,,,,,,,
1,709,0.0614820197224617,,,,,,,,,,,,,,,,,
1,719,0.05517129600048065,,,,,,,,,,,,,,,,,
1,729,0.058719243854284286,,,,,,,,,,,,,,,,,
1,739,0.06003449112176895,,,,,,,,,,,,,,,,,
1,749,0.06527438014745712,,,,,,,,,,,,,,,,,
1,759,0.05019265040755272,,,,,,,,,,,,,,,,,
1,769,0.0536322258412838,,,,,,,,,,,,,,,,,
1,779,0.06006952375173569,,,,,,,,,,,,,,,,,
1,789,0.05710817873477936,,,,,,,,,,,,,,,,,
1,799,0.052826691418886185,,,,,,,,,,,,,,,,,
1,809,0.05835694447159767,,,,,,,,,,,,,,,,,
1,819,0.05571155995130539,,,,,,,,,,,,,,,,,
1,829,0.06491987407207489,,,,,,,,,,,,,,,,,
1,839,0.05736113712191582,,,,,,,,,,,,,,,,,
1,849,0.06017077714204788,,,,,,,,,,,,,,,,,
1,859,0.056086547672748566,,,,,,,,,,,,,,,,,
1,869,0.05145186930894852,,,,,,,,,,,,,,,,,
1,879,0.05787496268749237,,,,,,,,,,,,,,,,,
1,889,0.06642939895391464,,,,,,,,,,,,,,,,,
1,899,0.05520319938659668,,,,,,,,,,,,,,,,,
1,909,0.056558042764663696,,,,,,,,,,,,,,,,,
1,919,0.05814911052584648,,,,,,,,,,,,,,,,,
1,929,0.060793474316596985,,,,,,,,,,,,,,,,,
1,939,0.06136557087302208,,,,,,,,,,,,,,,,,
1,949,0.05597098544239998,,,,,,,,,,,,,,,,,
1,959,0.05612891912460327,,,,,,,,,,,,,,,,,
1,969,0.06086127460002899,,,,,,,,,,,,,,,,,
1,979,0.05704536288976669,,,,,,,,,,,,,,,,,
1,989,0.06316042691469193,,,,,,,,,,,,,,,,,
1,999,0.05630628019571304,,,,,,,,,,,,,,,,,
1,1009,0.05833354964852333,,,,,,,,,,,,,,,,,
1,1019,0.05493239313364029,,,,,,,,,,,,,,,,,
1,1029,0.06520507484674454,,,,,,,,,,,,,,,,,
1,1039,0.06566613167524338,,,,,,,,,,,,,,,,,
1,1049,0.051026858389377594,,,,,,,,,,,,,,,,,
1,1059,0.05725312978029251,,,,,,,,,,,,,,,,,
1,1069,0.054309308528900146,,,,,,,,,,,,,,,,,
1,1079,0.057123735547065735,,,,,,,,,,,,,,,,,
1,1089,0.05627506226301193,,,,,,,,,,,,,,,,,
1,1099,0.06362204998731613,,,,,,,,,,,,,,,,,
1,1109,0.05814807862043381,,,,,,,,,,,,,,,,,
1,1119,0.057863298803567886,,,,,,,,,,,,,,,,,
1,1129,0.05831216275691986,,,,,,,,,,,,,,,,,
1,1129,,0.05792207270860672,,,,,,,,,,,,,,,,
2,1139,0.06160404533147812,,,,,,,,,,,,,,,,,
2,1149,0.05343569442629814,,,,,,,,,,,,,,,,,
2,1159,0.05758361890912056,,,,,,,,,,,,,,,,,
2,1169,0.0605379194021225,,,,,,,,,,,,,,,,,
2,1179,0.05231621861457825,,,,,,,,,,,,,,,,,
2,1189,0.054586876183748245,,,,,,,,,,,,,,,,,
2,1199,0.057331718504428864,,,,,,,,,,,,,,,,,
2,1209,0.05073406174778938,,,,,,,,,,,,,,,,,
2,1219,0.054357513785362244,,,,,,,,,,,,,,,,,
2,1229,0.058826543390750885,,,,,,,,,,,,,,,,,
2,1239,0.05236632749438286,,,,,,,,,,,,,,,,,
2,1249,0.05479344353079796,,,,,,,,,,,,,,,,,
2,1259,0.05447518453001976,,,,,,,,,,,,,,,,,
2,1269,0.06043795123696327,,,,,,,,,,,,,,,,,
2,1279,0.05979756638407707,,,,,,,,,,,,,,,,,
2,1289,0.06157538294792175,,,,,,,,,,,,,,,,,
2,1299,0.06136874482035637,,,,,,,,,,,,,,,,,
2,1309,0.06001855432987213,,,,,,,,,,,,,,,,,
2,1319,0.06258370727300644,,,,,,,,,,,,,,,,,
2,1329,0.05874303728342056,,,,,,,,,,,,,,,,,
2,1339,0.05654338374733925,,,,,,,,,,,,,,,,,
2,1349,0.05565522983670235,,,,,,,,,,,,,,,,,
2,1359,0.05936365947127342,,,,,,,,,,,,,,,,,
2,1369,0.058778997510671616,,,,,,,,,,,,,,,,,
2,1379,0.06381291151046753,,,,,,,,,,,,,,,,,
2,1389,0.059837933629751205,,,,,,,,,,,,,,,,,
2,1399,0.05622026324272156,,,,,,,,,,,,,,,,,
2,1409,0.06355948746204376,,,,,,,,,,,,,,,,,
2,1419,0.05793791636824608,,,,,,,,,,,,,,,,,
2,1429,0.06205754354596138,,,,,,,,,,,,,,,,,
2,1439,0.05878503993153572,,,,,,,,,,,,,,,,,
2,1449,0.05639887601137161,,,,,,,,,,,,,,,,,
2,1459,0.05673583224415779,,,,,,,,,,,,,,,,,
