dino_loss,dino_loss_epoch,epoch,step
5.53181791305542,,0,9
5.5167059898376465,,0,19
5.513704776763916,,0,29
5.498784065246582,,0,39
5.492455959320068,,0,49
5.45799446105957,,0,59
5.4276556968688965,,0,69
5.407130241394043,,0,79
5.381929397583008,,0,89
5.312849998474121,,0,99
5.282020568847656,,0,109
5.231077194213867,,0,119
5.214221000671387,,0,129
5.123575210571289,,0,139
5.072319030761719,,0,149
5.042891502380371,,0,159
4.999349117279053,,0,169
4.960983753204346,,0,179
4.933762550354004,,0,189
4.9231414794921875,,0,199
4.860367774963379,,0,209
4.803829193115234,,0,219
4.7785186767578125,,0,229
4.751910209655762,,0,239
4.738589763641357,,0,249
4.7078537940979,,0,259
4.6862287521362305,,0,269
4.6850385665893555,,0,279
4.632374286651611,,0,289
4.667990684509277,,0,299
4.6214704513549805,,0,309
4.608353614807129,,0,319
4.596160411834717,,0,329
,5.031878471374512,0,331
4.57283878326416,,1,339
4.596555709838867,,1,349
4.575761795043945,,1,359
4.5636887550354,,1,369
4.581347465515137,,1,379
4.557050704956055,,1,389
4.523529052734375,,1,399
4.523991584777832,,1,409
4.51578950881958,,1,419
4.492591857910156,,1,429
4.492348670959473,,1,439
4.49808931350708,,1,449
4.45805549621582,,1,459
4.453500270843506,,1,469
4.441994667053223,,1,479
4.457708835601807,,1,489
4.442699432373047,,1,499
4.416294574737549,,1,509
4.406301975250244,,1,519
4.406723976135254,,1,529
4.388264179229736,,1,539
4.384023189544678,,1,549
4.381763935089111,,1,559
4.38839054107666,,1,569
4.353578567504883,,1,579
4.365602970123291,,1,589
4.357855796813965,,1,599
4.3745574951171875,,1,609
4.3444366455078125,,1,619
4.307135105133057,,1,629
4.359772682189941,,1,639
4.346340179443359,,1,649
4.317019939422607,,1,659
,4.4379072189331055,1,663
4.320891857147217,,2,669
4.284230709075928,,2,679
4.302646160125732,,2,689
4.319990634918213,,2,699
4.331720352172852,,2,709
4.334573268890381,,2,719
4.298698425292969,,2,729
4.30548095703125,,2,739
4.278282165527344,,2,749
4.3471856117248535,,2,759
4.309147834777832,,2,769
4.313141345977783,,2,779
4.34114408493042,,2,789
4.255443572998047,,2,799
4.275452136993408,,2,809
4.2711639404296875,,2,819
4.2881388664245605,,2,829
4.2767462730407715,,2,839
4.2321577072143555,,2,849
4.270525932312012,,2,859
4.265416622161865,,2,869
4.292572498321533,,2,879
4.2512359619140625,,2,889
4.310910701751709,,2,899
4.253370761871338,,2,909
4.246982574462891,,2,919
4.2441606521606445,,2,929
4.228269100189209,,2,939
4.239487171173096,,2,949
4.222034931182861,,2,959
4.230648040771484,,2,969
4.2496843338012695,,2,979
4.245822429656982,,2,989
,4.272878170013428,2,995
4.267974853515625,,3,999
4.232002258300781,,3,1009
4.240569114685059,,3,1019
4.24360990524292,,3,1029
4.253662109375,,3,1039
4.233348369598389,,3,1049
4.228349685668945,,3,1059
4.232510566711426,,3,1069
4.23193359375,,3,1079
4.263148307800293,,3,1089
4.232473850250244,,3,1099
4.252749443054199,,3,1109
4.231156349182129,,3,1119
4.232688903808594,,3,1129
4.264314651489258,,3,1139
4.233680248260498,,3,1149
4.199650287628174,,3,1159
4.204882621765137,,3,1169
4.235565185546875,,3,1179
4.228675365447998,,3,1189
4.240991592407227,,3,1199
4.234977722167969,,3,1209
4.249129772186279,,3,1219
4.202718734741211,,3,1229
4.2008562088012695,,3,1239
4.201220512390137,,3,1249
4.24049711227417,,3,1259
4.2182111740112305,,3,1269
4.274611473083496,,3,1279
4.246039867401123,,3,1289
4.215221881866455,,3,1299
4.23901891708374,,3,1309
4.181371212005615,,3,1319
,4.236155986785889,3,1327
4.244300842285156,,4,1329
4.2527570724487305,,4,1339
4.199029445648193,,4,1349
4.211663246154785,,4,1359
4.187411785125732,,4,1369
4.275253772735596,,4,1379
4.281896114349365,,4,1389
4.197017192840576,,4,1399
4.239760875701904,,4,1409
4.256985187530518,,4,1419
4.225930213928223,,4,1429
4.204677104949951,,4,1439
4.202507019042969,,4,1449
