epoch,step,train_auc_eval,train_f1_eval,train_loss,train_loss_epoch,train_loss_eval,train_map_eval,val_auc,val_f1,val_loss,val_map,weight_norm/fc.0.bias,weight_norm/fc.0.weight,weight_norm/fc.3.bias,weight_norm/fc.3.weight,weight_norm/gru.bias_hh_l0,weight_norm/gru.bias_hh_l1,weight_norm/gru.bias_ih_l0,weight_norm/gru.bias_ih_l1,weight_norm/gru.weight_hh_l0,weight_norm/gru.weight_hh_l1,weight_norm/gru.weight_ih_l0,weight_norm/gru.weight_ih_l1
0,0,,,,,,,,,,,0.0,13.105883598327637,0.0,12.512345314025879,0.0,0.0,0.0,0.0,19.592348098754883,19.584110260009766,27.737743377685547,19.579944610595703
0,0,,,,,,,,,,,,,,,,,,,,,,
0,0,0.4992540776729584,0.021486790850758553,,,56.431451036438375,0.01530997920781374,,,,,,,,,,,,,,,,
0,9,,,56.39459228515625,,,,,,,,,,,,,,,,,,,
0,19,,,54.784027099609375,,,,,,,,,,,,,,,,,,,
0,29,,,52.18096923828125,,,,,,,,,,,,,,,,,,,
0,39,,,48.611629486083984,,,,,,,,,,,,,,,,,,,
0,49,,,45.188777923583984,,,,,,,,,,,,,,,,,,,
0,59,,,42.07802963256836,,,,,,,,,,,,,,,,,,,
0,69,,,39.50099182128906,,,,,,,,,,,,,,,,,,,
0,79,,,37.122859954833984,,,,,,,,,,,,,,,,,,,
0,89,,,35.203941345214844,,,,,,,,,,,,,,,,,,,
0,99,,,33.04034423828125,,,,,,,,,,,,,,,,,,,
0,109,,,31.661718368530273,,,,,,,,,,,,,,,,,,,
0,119,,,30.15098762512207,,,,,,,,,,,,,,,,,,,
0,129,,,28.893232345581055,,,,,,,,,,,,,,,,,,,
0,139,,,28.124767303466797,,,,,,,,,,,,,,,,,,,
0,149,,,27.28510856628418,,,,,,,,,,,,,,,,,,,
0,159,,,26.82003402709961,,,,,,,,,,,,,,,,,,,
0,169,,,26.46956443786621,,,,,,,,,,,,,,,,,,,
0,179,,,26.25792694091797,,,,,,,,,,,,,,,,,,,
0,189,,,26.083030700683594,,,,,,,,,,,,,,,,,,,
0,199,,,25.985422134399414,,,,,,,,,,,,,,,,,,,
0,209,,,25.96078109741211,,,,,,,,,,,,,,,,,,,
0,219,,,25.94155502319336,,,,,,,,,,,,,,,,,,,
0,229,,,25.868059158325195,,,,,,,,,,,,,,,,,,,
0,239,,,25.901369094848633,,,,,,,,,,,,,,,,,,,
0,249,,,25.82732391357422,,,,,,,,,,,,,,,,,,,
0,259,,,25.84531021118164,,,,,,,,,,,,,,,,,,,
0,269,,,25.798173904418945,,,,,,,,,,,,,,,,,,,
0,279,,,25.892812728881836,,,,,,,,,,,,,,,,,,,
0,282,,,,32.58089828491211,,,,,,,,,,,,,,,,,,
1,289,,,25.82277488708496,,,,,,,,,,,,,,,,,,,
1,299,,,25.78614616394043,,,,,,,,,,,,,,,,,,,
1,309,,,25.864032745361328,,,,,,,,,,,,,,,,,,,
1,319,,,25.67976188659668,,,,,,,,,,,,,,,,,,,
1,329,,,25.80803108215332,,,,,,,,,,,,,,,,,,,
1,339,,,25.9012451171875,,,,,,,,,,,,,,,,,,,
1,349,,,25.85801124572754,,,,,,,,,,,,,,,,,,,
1,359,,,25.851280212402344,,,,,,,,,,,,,,,,,,,
