epoch,step,train_auc_eval,train_f1_eval,train_loss,train_loss_epoch,train_map_eval,val_auc,val_f1,val_loss,val_map
0,9,,,0.7329686284065247,,,,,,
0,19,,,0.614136278629303,,,,,,
0,29,,,0.557977557182312,,,,,,
0,39,,,0.5161522030830383,,,,,,
0,49,,,0.48775514960289,,,,,,
0,59,,,0.4663950800895691,,,,,,
0,69,,,0.4399126470088959,,,,,,
0,79,,,0.42092618346214294,,,,,,
0,89,,,0.4001879096031189,,,,,,
0,99,,,0.3841822147369385,,,,,,
0,109,,,0.36202868819236755,,,,,,
0,115,0.49817752838134766,0.016805734485387802,,0.46570831537246704,0.01665266789495945,,,,
1,119,,,0.3373742699623108,,,,,,
1,129,,,0.3234938383102417,,,,,,
1,139,,,0.3063879609107971,,,,,,
1,149,,,0.2950091063976288,,,,,,
1,159,,,0.2828361690044403,,,,,,
1,169,,,0.2704722285270691,,,,,,
1,179,,,0.25902265310287476,,,,,,
1,189,,,0.2540026307106018,,,,,,
1,199,,,0.23479007184505463,,,,,,
1,209,,,0.2331211268901825,,,,,,
1,219,,,0.2275334745645523,,,,,,
1,229,,,0.21126629412174225,,,,,,
1,231,0.48936933279037476,0.002494068816304207,,0.26622143387794495,0.015546074137091637,,,,
2,239,,,0.20427589118480682,,,,,,
2,249,,,0.20104938745498657,,,,,,
2,259,,,0.19529297947883606,,,,,,
2,269,,,0.18886633217334747,,,,,,
2,279,,,0.1781710386276245,,,,,,
2,289,,,0.1739123910665512,,,,,,
2,299,,,0.17764542996883392,,,,,,
2,309,,,0.15967561304569244,,,,,,
2,319,,,0.15712225437164307,,,,,,
2,329,,,0.15393561124801636,,,,,,
2,339,,,0.1537391096353531,,,,,,
2,347,0.4962070882320404,0.00010849206591956317,,0.1735367625951767,0.016445744782686234,,,,
3,349,,,0.14860641956329346,,,,,,
3,359,,,0.14018617570400238,,,,,,
3,369,,,0.13734053075313568,,,,,,
3,379,,,0.1289246529340744,,,,,,
3,389,,,0.13055339455604553,,,,,,
3,399,,,0.12903466820716858,,,,,,
3,409,,,0.12981610000133514,,,,,,
3,419,,,0.12410831451416016,,,,,,
3,429,,,0.12107887119054794,,,,,,
3,439,,,0.11879771947860718,,,,,,
3,449,,,0.11885090172290802,,,,,,
3,459,,,0.11047578603029251,,,,,,
3,463,0.4922308027744293,6.117656448623165e-05,,0.12655363976955414,0.016204427927732468,,,,
4,469,,,0.1143711507320404,,,,,,
4,479,,,0.1096801906824112,,,,,,
4,489,,,0.10371798276901245,,,,,,
4,499,,,0.10463002324104309,,,,,,
4,509,,,0.10395172983407974,,,,,,
4,519,,,0.10427287220954895,,,,,,
4,529,,,0.09964890033006668,,,,,,
4,539,,,0.1047268658876419,,,,,,
4,549,,,0.09473179280757904,,,,,,
4,559,,,0.09833130985498428,,,,,,
4,569,,,0.09729291498661041,,,,,,
4,579,,,0.09846354275941849,,,,,,
4,579,0.5008440017700195,3.497451325529255e-05,,0.10144229233264923,0.016371840611100197,,,,
5,589,,,0.09363682568073273,,,,,,
5,599,,,0.09222333133220673,,,,,,
5,609,,,0.09156867861747742,,,,,,
5,619,,,0.08769220113754272,,,,,,
5,629,,,0.09007002413272858,,,,,,
5,639,,,0.09217613190412521,,,,,,
5,649,,,0.08681400120258331,,,,,,
5,659,,,0.0830736979842186,,,,,,
5,669,,,0.08697064220905304,,,,,,
5,679,,,0.09449610859155655,,,,,,
5,689,,,0.08561048656702042,,,,,,
5,695,0.4968743622303009,4.350308881839737e-05,,0.08739926666021347,0.01681184209883213,,,,
6,699,,,0.08186601847410202,,,,,,
6,709,,,0.08270461112260818,,,,,,
6,719,,,0.08154430985450745,,,,,,
6,729,,,0.08502887934446335,,,,,,
6,739,,,0.07764717191457748,,,,,,
6,749,,,0.07624496519565582,,,,,,
6,759,,,0.0823686495423317,,,,,,
6,769,,,0.07373109459877014,,,,,,
6,779,,,0.07736868411302567,,,,,,
6,789,,,0.07506442070007324,,,,,,
6,799,,,0.08056577295064926,,,,,,
6,809,,,0.07417679578065872,,,,,,
6,811,0.49565914273262024,8.655655256006867e-05,,0.07876187562942505,0.016267022117972374,,,,
7,819,,,0.07593519240617752,,,,,,
7,829,,,0.07338578253984451,,,,,,
7,839,,,0.07344533503055573,,,,,,
7,849,,,0.07376022636890411,,,,,,
7,859,,,0.07272331416606903,,,,,,
7,869,,,0.06833045929670334,,,,,,
7,879,,,0.06740052998065948,,,,,,
7,889,,,0.07085151970386505,,,,,,
7,899,,,0.07032492756843567,,,,,,
7,909,,,0.06869108974933624,,,,,,
7,919,,,0.07388339191675186,,,,,,
7,927,0.510194718837738,0.00015534389240201563,,0.07294430583715439,0.01689174212515354,,,,
8,929,,,0.07185722887516022,,,,,,
8,939,,,0.06620769947767258,,,,,,
8,949,,,0.07055828720331192,,,,,,
8,959,,,0.07188235968351364,,,,,,
8,969,,,0.07253257930278778,,,,,,
8,979,,,0.06943711638450623,,,,,,
8,989,,,0.06450513005256653,,,,,,
8,999,,,0.058627426624298096,,,,,,
8,1009,,,0.06324751675128937,,,,,,
8,1019,,,0.07161251455545425,,,,,,
8,1029,,,0.0678572729229927,,,,,,
8,1039,,,0.069151371717453,,,,,,
8,1043,0.5065797567367554,0.00036092218942940235,,0.06925706565380096,0.01823447272181511,,,,
9,1049,,,0.07134908437728882,,,,,,
9,1059,,,0.06733248382806778,,,,,,
9,1069,,,0.06413774937391281,,,,,,
