epoch,step,train_auc_eval,train_f1_eval,train_loss,train_loss_eval,train_map_eval,val_auc,val_f1,val_loss,val_map
0,0,0.8038601279258728,0.013234908692538738,,0.04813829939588007,0.057210516184568405,,,,
0,282,,,0.0491156242787838,,,,,,
1,565,,,0.04876728728413582,,,,,,
2,848,,,0.048843637108802795,,,,,,
3,1131,,,0.048844851553440094,,,,,,
4,1414,,,0.04885861277580261,,,,,,
5,1697,,,0.04890156909823418,,,,,,
6,1980,,,0.04897850379347801,,,,,,
7,2263,,,0.04882952943444252,,,,,,
8,2546,,,0.04882856085896492,,,,,,
9,2829,,,0.04883618652820587,,,,,,
10,3112,,,0.04887125641107559,,,,,,
11,3395,,,0.04877116531133652,,,,,,
12,3678,,,0.04869198426604271,,,,,,
13,3961,,,0.04888049140572548,,,,,,
14,4244,,,0.04879156872630119,,,,,,
15,4527,,,0.048881687223911285,,,,,,
16,4810,,,0.04866258054971695,,,,,,
17,5093,,,0.04874527454376221,,,,,,
18,5376,,,0.04860822111368179,,,,,,
19,5659,,,0.0487310066819191,,,,,,
20,5942,,,0.04873303323984146,,,,,,
21,6225,,,0.048736829310655594,,,,,,
22,6508,,,0.04874730110168457,,,,,,
23,6791,,,0.04889390617609024,,,,,,
24,7074,,,0.04869602248072624,,,,,,
25,7357,,,0.04873261600732803,,,,,,
26,7640,,,0.04870324209332466,,,,,,
27,7923,,,0.04879593476653099,,,,,,
28,8206,,,0.04851829633116722,,,,,,
29,8489,,,0.04878580570220947,,,,,,
30,8772,,,0.048692114651203156,,,,,,
31,9055,,,0.04880565404891968,,,,,,
32,9338,,,0.0487232431769371,,,,,,
33,9621,,,0.04878015071153641,,,,,,
34,9904,,,0.04871761426329613,,,,,,
35,10187,,,0.048809267580509186,,,,,,
36,10470,,,0.048638902604579926,,,,,,
37,10753,,,0.048600658774375916,,,,,,
38,11036,,,0.048753853887319565,,,,,,
39,11319,,,0.048768702894449234,,,,,,
40,11602,,,0.04875253885984421,,,,,,
41,11885,,,0.04881636053323746,,,,,,
42,12168,,,0.04878833889961243,,,,,,
43,12451,,,0.04876100644469261,,,,,,
44,12734,,,0.04878610372543335,,,,,,
45,13017,,,0.048699792474508286,,,,,,
46,13300,,,0.04871479421854019,,,,,,
47,13583,,,0.04877568408846855,,,,,,
48,13866,,,0.048704128712415695,,,,,,
49,14149,,,0.04875166714191437,,,,,,
50,14432,,,0.048760149627923965,,,,,,
51,14715,,,0.048582643270492554,,,,,,
52,14998,,,0.04871894046664238,,,,,,
