epoch,step,train_auc_eval,train_f1_eval,train_loss,train_loss_epoch,train_loss_eval,train_map_eval,val_auc,val_f1,val_loss,val_map,weight_norm/fc.0.bias,weight_norm/fc.0.weight,weight_norm/fc.3.bias,weight_norm/fc.3.weight,weight_norm/gru.bias_hh_l0,weight_norm/gru.bias_ih_l0,weight_norm/gru.weight_hh_l0,weight_norm/gru.weight_ih_l0
0,0,0.5074541568756104,0.016263781115412712,,,0.009961964248684198,0.016030296683311462,,,,,,,,,,,,
0,0,,,,,,,,,,,0.3892737925052643,3.4067437648773193,0.6070353388786316,5.736364364624023,0.1966850906610489,0.38292384147644043,1.7094730138778687,2.4288175106048584
0,0,,,,,,,,,,,,,,,,,,
0,9,,,0.011162817478179932,,,,,,,,,,,,,,,
0,19,,,0.009826687164604664,,,,,,,,,,,,,,,
0,29,,,0.01074210461229086,,,,,,,,,,,,,,,
0,39,,,0.007707300595939159,,,,,,,,,,,,,,,
0,49,,,0.007530578877776861,,,,,,,,,,,,,,,
0,59,,,0.006096259690821171,,,,,,,,,,,,,,,
0,69,,,0.011202218011021614,,,,,,,,,,,,,,,
0,79,,,0.007556643802672625,,,,,,,,,,,,,,,
0,89,,,0.010065436363220215,,,,,,,,,,,,,,,
0,99,,,0.007426556199789047,,,,,,,,,,,,,,,
0,109,,,0.012885822914540768,,,,,,,,,,,,,,,
0,119,,,0.006459575612097979,,,,,,,,,,,,,,,
0,129,,,0.008699852973222733,,,,,,,,,,,,,,,
0,139,,,0.010048960335552692,,,,,,,,,,,,,,,
0,149,,,0.008613711223006248,,,,,,,,,,,,,,,
0,159,,,0.008843548595905304,,,,,,,,,,,,,,,
0,169,,,0.004919570870697498,,,,,,,,,,,,,,,
0,179,,,0.010878975503146648,,,,,,,,,,,,,,,
0,189,,,0.006876828148961067,,,,,,,,,,,,,,,
0,199,,,0.0060677980072796345,,,,,,,,,,,,,,,
0,209,,,0.004972325637936592,,,,,,,,,,,,,,,
0,219,,,0.010044853202998638,,,,,,,,,,,,,,,
0,229,,,0.008344890549778938,,,,,,,,,,,,,,,
0,239,,,0.008438250049948692,,,,,,,,,,,,,,,
0,249,,,0.010113882832229137,,,,,,,,,,,,,,,
0,259,,,0.007640292402356863,,,,,,,,,,,,,,,
0,269,,,0.012152171693742275,,,,,,,,,,,,,,,
0,279,,,0.010237178765237331,,,,,,,,,,,,,,,
0,282,,,,0.009036706760525703,,,,,,,,,,,,,,
1,289,,,0.010049824602901936,,,,,,,,,,,,,,,
1,299,,,0.00802624598145485,,,,,,,,,,,,,,,
1,309,,,0.009347336366772652,,,,,,,,,,,,,,,
1,319,,,0.011042009107768536,,,,,,,,,,,,,,,
1,329,,,0.009595602750778198,,,,,,,,,,,,,,,
1,339,,,0.007048395927995443,,,,,,,,,,,,,,,
1,349,,,0.01271805539727211,,,,,,,,,,,,,,,
1,359,,,0.007399797439575195,,,,,,,,,,,,,,,
1,369,,,0.010999191552400589,,,,,,,,,,,,,,,
1,379,,,0.008959626778960228,,,,,,,,,,,,,,,
1,389,,,0.0062238238751888275,,,,,,,,,,,,,,,
1,399,,,0.007451025303453207,,,,,,,,,,,,,,,
1,409,,,0.009275185875594616,,,,,,,,,,,,,,,
1,419,,,0.009765921160578728,,,,,,,,,,,,,,,
1,429,,,0.009138809517025948,,,,,,,,,,,,,,,
1,439,,,0.004720950964838266,,,,,,,,,,,,,,,
1,449,,,0.010708920657634735,,,,,,,,,,,,,,,
1,459,,,0.004586826544255018,,,,,,,,,,,,,,,
1,469,,,0.007547763641923666,,,,,,,,,,,,,,,
1,479,,,0.011005866341292858,,,,,,,,,,,,,,,
1,489,,,0.007123652379959822,,,,,,,,,,,,,,,
1,499,,,0.007288361433893442,,,,,,,,,,,,,,,
