dino_loss,dino_loss_epoch,epoch,step
5.530760765075684,,0,9
5.520314693450928,,0,19
5.511520862579346,,0,29
5.50758695602417,,0,39
5.484669208526611,,0,49
5.455231666564941,,0,59
5.43972635269165,,0,69
5.407488822937012,,0,79
5.379103183746338,,0,89
5.316141128540039,,0,99
5.305617332458496,,0,109
5.266049861907959,,0,119
5.1920671463012695,,0,129
5.167452812194824,,0,139
5.13547420501709,,0,149
5.071163177490234,,0,159
5.061916828155518,,0,169
5.07184362411499,,0,179
4.9603986740112305,,0,189
4.963244438171387,,0,199
4.914669036865234,,0,209
4.907824993133545,,0,219
4.851291656494141,,0,229
4.787275791168213,,0,239
4.727778911590576,,0,249
4.742898464202881,,0,259
4.713024616241455,,0,269
4.73103666305542,,0,279
4.708983421325684,,0,289
4.643995761871338,,0,299
4.584678649902344,,0,309
4.605426788330078,,0,319
4.6063055992126465,,0,329
,5.0498366355896,0,331
4.579141616821289,,1,339
4.6003336906433105,,1,349
4.557037830352783,,1,359
4.562919616699219,,1,369
4.541969299316406,,1,379
4.534124851226807,,1,389
4.571849822998047,,1,399
4.535324573516846,,1,409
4.512595176696777,,1,419
4.53420352935791,,1,429
4.496519088745117,,1,439
4.490564346313477,,1,449
4.478182315826416,,1,459
4.490607738494873,,1,469
4.44558048248291,,1,479
4.470247268676758,,1,489
4.434229850769043,,1,499
4.433224201202393,,1,509
4.444516658782959,,1,519
4.404687881469727,,1,529
4.425316333770752,,1,539
4.412292003631592,,1,549
4.378915309906006,,1,559
4.343357563018799,,1,569
4.392793655395508,,1,579
4.35361909866333,,1,589
4.328092098236084,,1,599
4.357166767120361,,1,609
4.363234043121338,,1,619
4.334297180175781,,1,629
4.314248561859131,,1,639
4.335143566131592,,1,649
4.30844783782959,,1,659
,4.444199085235596,1,663
4.324146747589111,,2,669
4.315527439117432,,2,679
4.2874755859375,,2,689
4.291810989379883,,2,699
4.298994064331055,,2,709
4.30152702331543,,2,719
4.28363037109375,,2,729
4.27323055267334,,2,739
4.278929233551025,,2,749
4.298860549926758,,2,759
4.262818336486816,,2,769
4.258082389831543,,2,779
4.259248733520508,,2,789
4.296996593475342,,2,799
4.253873348236084,,2,809
4.225456714630127,,2,819
4.2779741287231445,,2,829
4.279361724853516,,2,839
4.268208026885986,,2,849
4.260184288024902,,2,859
4.240245819091797,,2,869
4.233516216278076,,2,879
4.2662835121154785,,2,889
4.258189678192139,,2,899
4.250081539154053,,2,909
4.2350172996521,,2,919
4.251070976257324,,2,929
4.2591023445129395,,2,939
4.231107234954834,,2,949
4.279033184051514,,2,959
4.245364665985107,,2,969
4.254087448120117,,2,979
4.219552040100098,,2,989
,4.267858505249023,2,995
4.24876594543457,,3,999
4.238173484802246,,3,1009
4.228426456451416,,3,1019
4.261814594268799,,3,1029
4.22239875793457,,3,1039
4.2169928550720215,,3,1049
4.227908134460449,,3,1059
4.198089599609375,,3,1069
4.254760265350342,,3,1079
4.205187797546387,,3,1089
4.225490093231201,,3,1099
4.2247538566589355,,3,1109
4.211284160614014,,3,1119
4.2163825035095215,,3,1129
4.232314109802246,,3,1139
4.227855205535889,,3,1149
4.207496166229248,,3,1159
4.25728702545166,,3,1169
4.265127658843994,,3,1179
4.2952423095703125,,3,1189
4.229242324829102,,3,1199
4.2329888343811035,,3,1209
4.258615970611572,,3,1219
4.230412006378174,,3,1229
4.239562511444092,,3,1239
4.2171311378479,,3,1249
4.2316107749938965,,3,1259
4.214224338531494,,3,1269
4.235977649688721,,3,1279
4.222253799438477,,3,1289
4.209072589874268,,3,1299
4.245185375213623,,3,1309
4.225888729095459,,3,1319
,4.235118865966797,3,1327
4.239118576049805,,4,1329
4.232308387756348,,4,1339
4.244415760040283,,4,1349
4.256681442260742,,4,1359
4.221254825592041,,4,1369
4.230483531951904,,4,1379
4.249878883361816,,4,1389
4.232624053955078,,4,1399
4.206263542175293,,4,1409
4.234717845916748,,4,1419
4.217538833618164,,4,1429
4.2496161460876465,,4,1439
4.2256879806518555,,4,1449
4.237764835357666,,4,1459
4.259969234466553,,4,1469
4.2230119705200195,,4,1479
4.247809410095215,,4,1489
4.196187496185303,,4,1499
4.19789457321167,,4,1509
4.2035064697265625,,4,1519
4.207032203674316,,4,1529
4.209117889404297,,4,1539
4.224910259246826,,4,1549
4.191439151763916,,4,1559
4.242150783538818,,4,1569
4.20426607131958,,4,1579
4.174496650695801,,4,1589
4.243868827819824,,4,1599
4.216397285461426,,4,1609
4.206575393676758,,4,1619
4.238777160644531,,4,1629
4.231400489807129,,4,1639
4.213499069213867,,4,1649
4.223838806152344,,4,1659
,4.22795295715332,4,1659
4.224311351776123,,5,1669
4.204028606414795,,5,1679
4.185817241668701,,5,1689
4.227636337280273,,5,1699
4.263582229614258,,5,1709
4.199122905731201,,5,1719
4.22615385055542,,5,1729
4.184239864349365,,5,1739
4.207714557647705,,5,1749
4.220300674438477,,5,1759
4.237674236297607,,5,1769
4.212697505950928,,5,1779
4.188848972320557,,5,1789
4.191708087921143,,5,1799
4.217353343963623,,5,1809
4.2421135902404785,,5,1819
4.272900581359863,,5,1829
4.208710670471191,,5,1839
4.228553771972656,,5,1849
4.2727532386779785,,5,1859
4.188716888427734,,5,1869
4.217209815979004,,5,1879
4.243621826171875,,5,1889
4.223803520202637,,5,1899
4.194459915161133,,5,1909
4.226716995239258,,5,1919
4.250885963439941,,5,1929
4.23980712890625,,5,1939
4.216139316558838,,5,1949
4.218596935272217,,5,1959
4.198265075683594,,5,1969
4.2193989753723145,,5,1979
4.2153849601745605,,5,1989
,4.216411113739014,5,1991
4.255817890167236,,6,1999
4.205578327178955,,6,2009
4.21037483215332,,6,2019
4.21318244934082,,6,2029
4.228240966796875,,6,2039
4.206682205200195,,6,2049
4.2449822425842285,,6,2059
4.21580171585083,,6,2069
4.213168144226074,,6,2079
4.173628807067871,,6,2089
4.239060401916504,,6,2099
4.186530590057373,,6,2109
4.174322605133057,,6,2119
4.259288311004639,,6,2129
4.24465274810791,,6,2139
4.208024978637695,,6,2149
4.1997294425964355,,6,2159
4.190058708190918,,6,2169
4.208035945892334,,6,2179
4.221806049346924,,6,2189
4.183815002441406,,6,2199
4.184850692749023,,6,2209
4.184145450592041,,6,2219
4.187934875488281,,6,2229
4.2015380859375,,6,2239
4.162217617034912,,6,2249
4.189788341522217,,6,2259
4.193572998046875,,6,2269
4.230623722076416,,6,2279
4.203510761260986,,6,2289
4.213696479797363,,6,2299
4.218598365783691,,6,2309
4.187285900115967,,6,2319
,4.206223964691162,6,2323
4.2044477462768555,,7,2329
4.159574508666992,,7,2339
4.189093589782715,,7,2349
4.164379119873047,,7,2359
4.213705539703369,,7,2369
4.1818976402282715,,7,2379
4.165253162384033,,7,2389
4.1776885986328125,,7,2399
4.216064453125,,7,2409
4.203326225280762,,7,2419
4.233465671539307,,7,2429
4.190260887145996,,7,2439
4.190110206604004,,7,2449
4.169159889221191,,7,2459
4.1989946365356445,,7,2469
4.20772647857666,,7,2479
4.204794406890869,,7,2489
4.232840538024902,,7,2499
4.204878807067871,,7,2509
4.187894821166992,,7,2519
4.2173967361450195,,7,2529
4.234229564666748,,7,2539
4.219386577606201,,7,2549
4.178826332092285,,7,2559
4.195677280426025,,7,2569
4.235022068023682,,7,2579
4.140477657318115,,7,2589
4.163516044616699,,7,2599
4.215688705444336,,7,2609
4.235016822814941,,7,2619
4.214905261993408,,7,2629
4.25114107131958,,7,2639
4.168614864349365,,7,2649
,4.197359085083008,7,2655
4.215336322784424,,8,2659
4.172163009643555,,8,2669
4.191481590270996,,8,2679
4.184625625610352,,8,2689
4.161137104034424,,8,2699
4.169369220733643,,8,2709
4.217929363250732,,8,2719
4.190279960632324,,8,2729
4.15236234664917,,8,2739
4.257885932922363,,8,2749
4.167103290557861,,8,2759
4.148417949676514,,8,2769
4.168764114379883,,8,2779
4.195230007171631,,8,2789
4.185686111450195,,8,2799
4.221278667449951,,8,2809
4.216525554656982,,8,2819
4.1638946533203125,,8,2829
4.247817039489746,,8,2839
4.203683376312256,,8,2849
4.186533451080322,,8,2859
4.21306037902832,,8,2869
4.17041015625,,8,2879
4.171703338623047,,8,2889
4.155435562133789,,8,2899
4.164994239807129,,8,2909
4.1724467277526855,,8,2919
4.226861953735352,,8,2929
4.223348617553711,,8,2939
4.194749355316162,,8,2949
4.160216808319092,,8,2959
4.1695380210876465,,8,2969
4.159020900726318,,8,2979
,4.18629264831543,8,2987
4.135965347290039,,9,2989
4.186802864074707,,9,2999
4.196390151977539,,9,3009
4.308936595916748,,9,3019
4.144175052642822,,9,3029
4.153482437133789,,9,3039
4.217769622802734,,9,3049
4.20689058303833,,9,3059
4.196357250213623,,9,3069
4.1517744064331055,,9,3079
4.179759502410889,,9,3089
4.231858253479004,,9,3099
4.139095306396484,,9,3109
4.175679683685303,,9,3119
4.154085159301758,,9,3129
4.208739280700684,,9,3139
4.153255939483643,,9,3149
4.17961311340332,,9,3159
4.20552921295166,,9,3169
4.137155532836914,,9,3179
4.172763347625732,,9,3189
4.166580677032471,,9,3199
4.1521220207214355,,9,3209
4.179450988769531,,9,3219
4.15973424911499,,9,3229
4.135287761688232,,9,3239
4.133493423461914,,9,3249
4.159324645996094,,9,3259
4.149470329284668,,9,3269
4.170691013336182,,9,3279
4.155541896820068,,9,3289
4.180138111114502,,9,3299
4.154736518859863,,9,3309
4.156858444213867,,9,3319
,4.173243522644043,9,3319
4.156301498413086,,10,3329
4.158844470977783,,10,3339
4.15548038482666,,10,3349
4.186554908752441,,10,3359
4.180423259735107,,10,3369
4.188225746154785,,10,3379
4.151739120483398,,10,3389
4.1038079261779785,,10,3399
4.177584648132324,,10,3409
4.1723313331604,,10,3419
4.208339214324951,,10,3429
4.130306720733643,,10,3439
4.139223575592041,,10,3449
4.154519081115723,,10,3459
4.117074966430664,,10,3469
4.110100269317627,,10,3479
4.116279125213623,,10,3489
4.160214424133301,,10,3499
4.166924476623535,,10,3509
4.212213516235352,,10,3519
4.179268836975098,,10,3529
4.177896022796631,,10,3539
4.140956878662109,,10,3549
4.157551288604736,,10,3559
4.1638360023498535,,10,3569
4.104040622711182,,10,3579
4.130359649658203,,10,3589
4.121016025543213,,10,3599
4.1645121574401855,,10,3609
4.138766765594482,,10,3619
4.0838775634765625,,10,3629
