epoch,step,train_auc_eval,train_f1_eval,train_loss,train_loss_epoch,train_loss_eval,train_map_eval,val_auc,val_f1,val_loss,val_map
0,0,0.4985591769218445,0.01791735738515854,,,0.7008869500974659,0.015406732447445393,,,,
0,9,,,0.7010778188705444,,,,,,,
0,19,,,0.26122376322746277,,,,,,,
0,29,,,0.07034225761890411,,,,,,,
0,39,,,0.06739071756601334,,,,,,,
0,49,,,0.06791885197162628,,,,,,,
0,59,,,0.05499134212732315,,,,,,,
0,69,,,0.06168147921562195,,,,,,,
0,79,,,0.0624261200428009,,,,,,,
0,89,,,0.05945424735546112,,,,,,,
0,99,,,0.05940382555127144,,,,,,,
0,109,,,0.06038670614361763,,,,,,,
0,119,,,0.05800805985927582,,,,,,,
0,129,,,0.0609515979886055,,,,,,,
0,139,,,0.06003965809941292,,,,,,,
0,149,,,0.05842641368508339,,,,,,,
0,159,,,0.059764035046100616,,,,,,,
0,169,,,0.06259582191705704,,,,,,,
0,179,,,0.05991915240883827,,,,,,,
0,189,,,0.057399943470954895,,,,,,,
0,199,,,0.05961371958255768,,,,,,,
0,209,,,0.05737609788775444,,,,,,,
0,219,,,0.05806291475892067,,,,,,,
0,229,,,0.06045735999941826,,,,,,,
0,239,,,0.05634113773703575,,,,,,,
0,249,,,0.05738638713955879,,,,,,,
0,259,,,0.05276883393526077,,,,,,,
0,269,,,0.05477907508611679,,,,,,,
0,279,,,0.060946300625801086,,,,,,,
0,282,,,,0.07987507432699203,,,,,,
1,289,,,0.06189001351594925,,,,,,,
1,299,,,0.058608248829841614,,,,,,,
1,309,,,0.055268291383981705,,,,,,,
1,319,,,0.058592308312654495,,,,,,,
1,329,,,0.05985698848962784,,,,,,,
1,339,,,0.053043607622385025,,,,,,,
1,349,,,0.0568813718855381,,,,,,,
1,359,,,0.05820811539888382,,,,,,,
1,369,,,0.0545203723013401,,,,,,,
1,379,,,0.05620604008436203,,,,,,,
1,389,,,0.05205434560775757,,,,,,,
1,399,,,0.05553625896573067,,,,,,,
1,409,,,0.05556381866335869,,,,,,,
1,419,,,0.05982449650764465,,,,,,,
1,429,,,0.059746477752923965,,,,,,,
1,439,,,0.059565555304288864,,,,,,,
1,449,,,0.05676398053765297,,,,,,,
1,459,,,0.05300050973892212,,,,,,,
1,469,,,0.05421186238527298,,,,,,,
1,479,,,0.062377940863370895,,,,,,,
1,489,,,0.05792324244976044,,,,,,,
1,499,,,0.058438096195459366,,,,,,,
1,509,,,0.05774632468819618,,,,,,,
1,519,,,0.05582572519779205,,,,,,,
1,529,,,0.053532280027866364,,,,,,,
1,539,,,0.05599924176931381,,,,,,,
1,549,,,0.0564509741961956,,,,,,,
1,559,,,0.05240444093942642,,,,,,,
1,565,,,,0.05740322917699814,,,,,,
2,569,,,0.05365864187479019,,,,,,,
2,579,,,0.05329372361302376,,,,,,,
2,589,,,0.055936381220817566,,,,,,,
2,599,,,0.059583500027656555,,,,,,,
2,609,,,0.05563989281654358,,,,,,,
2,619,,,0.055545561015605927,,,,,,,
2,629,,,0.05756153538823128,,,,,,,
2,639,,,0.0566357783973217,,,,,,,
2,649,,,0.055743589997291565,,,,,,,
2,659,,,0.059427451342344284,,,,,,,
2,669,,,0.058308474719524384,,,,,,,
2,679,,,0.058242037892341614,,,,,,,
2,689,,,0.05778232216835022,,,,,,,
2,699,,,0.053848180919885635,,,,,,,
2,709,,,0.054891929030418396,,,,,,,
2,719,,,0.056228648871183395,,,,,,,
2,729,,,0.052328068763017654,,,,,,,
2,739,,,0.05598439276218414,,,,,,,
2,749,,,0.05492168292403221,,,,,,,
2,759,,,0.05790865421295166,,,,,,,
2,769,,,0.05713948979973793,,,,,,,
2,779,,,0.0593392439186573,,,,,,,
2,789,,,0.05684260278940201,,,,,,,
2,799,,,0.056381236761808395,,,,,,,
2,809,,,0.059817928820848465,,,,,,,
2,819,,,0.05661258473992348,,,,,,,
2,829,,,0.05970051884651184,,,,,,,
2,839,,,0.05564752221107483,,,,,,,
2,848,,,,0.05634443834424019,,,,,,
3,849,,,0.05716776102781296,,,,,,,
3,859,,,0.0530826598405838,,,,,,,
3,869,,,0.05619293078780174,,,,,,,
3,879,,,0.05957883223891258,,,,,,,
3,889,,,0.056199219077825546,,,,,,,
3,899,,,0.05154874175786972,,,,,,,
3,909,,,0.05446871370077133,,,,,,,
3,919,,,0.053046971559524536,,,,,,,
3,929,,,0.05124737322330475,,,,,,,
3,939,,,0.05541987717151642,,,,,,,
3,949,,,0.055804941803216934,,,,,,,
3,959,,,0.0518503338098526,,,,,,,
3,969,,,0.053220029920339584,,,,,,,
3,979,,,0.05683964863419533,,,,,,,
3,989,,,0.0492573045194149,,,,,,,
3,999,,,0.05127955228090286,,,,,,,
3,1009,,,0.05301729589700699,,,,,,,
3,1019,,,0.05635793134570122,,,,,,,
3,1029,,,0.04988176003098488,,,,,,,
3,1039,,,0.05446251109242439,,,,,,,
3,1049,,,0.05327899754047394,,,,,,,
3,1059,,,0.05271979793906212,,,,,,,
3,1069,,,0.05348750576376915,,,,,,,
3,1079,,,0.05630286782979965,,,,,,,
3,1089,,,0.052980173379182816,,,,,,,
3,1099,,,0.054405078291893005,,,,,,,
3,1109,,,0.05607784166932106,,,,,,,
3,1119,,,0.048337507992982864,,,,,,,
3,1129,,,0.05253475159406662,,,,,,,
3,1131,,,,0.05403002351522446,,,,,,
4,1139,,,0.05172618106007576,,,,,,,
4,1149,,,0.053204625844955444,,,,,,,
4,1159,,,0.053019750863313675,,,,,,,
