epoch,step,total_grad_norm,total_weight_norm,train_auc_eval,train_f1_eval,train_loss,train_loss_epoch,train_loss_eval,train_map_eval,val_auc,val_auc_eval,val_f1,val_f1_eval,val_loss,val_loss_eval,val_map,val_map_eval
0,0,,,0.4879698157310486,0.017843667417764664,,,0.6973321274355909,0.014128642156720161,,0.48850974440574646,,0.018442388623952866,,0.697306498276944,,0.01594061776995659
0,9,,,,,0.6977543830871582,,,,,,,,,,,
0,19,,,,,0.6606166958808899,,,,,,,,,,,
0,29,,,,,0.6075102090835571,,,,,,,,,,,
0,39,,,,,0.5363200902938843,,,,,,,,,,,
0,49,,,,,0.4621579945087433,,,,,,,,,,,
0,59,,,,,0.39278241991996765,,,,,,,,,,,
0,69,,,,,0.3214544355869293,,,,,,,,,,,
0,79,,,,,0.2644522190093994,,,,,,,,,,,
0,89,,,,,0.21681351959705353,,,,,,,,,,,
0,99,,,,,0.16966459155082703,,,,,,,,,,,
0,109,,,,,0.14168259501457214,,,,,,,,,,,
0,119,,,,,0.12298793345689774,,,,,,,,,,,
0,129,,,,,0.10836780816316605,,,,,,,,,,,
0,139,,,,,0.08825515955686569,,,,,,,,,,,
0,149,,,,,0.08766624331474304,,,,,,,,,,,
0,159,,,,,0.08625796437263489,,,,,,,,,,,
0,169,,,,,0.07998207956552505,,,,,,,,,,,
0,179,,,,,0.07226599007844925,,,,,,,,,,,
0,189,,,,,0.0711294561624527,,,,,,,,,,,
0,199,,,,,0.06954219937324524,,,,,,,,,,,
0,209,,,,,0.06788484752178192,,,,,,,,,,,
0,219,,,,,0.06657298654317856,,,,,,,,,,,
0,229,,,,,0.0713997632265091,,,,,,,,,,,
0,239,,,,,0.06974305212497711,,,,,,,,,,,
0,249,,,,,0.06622207164764404,,,,,,,,,,,
0,259,,,,,0.06855688244104385,,,,,,,,,,,
0,269,,,,,0.0691169872879982,,,,,,,,,,,
0,279,,,,,0.06556830555200577,,,,,,,,,,,
0,0,0.16879726246233687,40.634653843601335,,,,,,,,,,,,,,
0,282,,,,,,0.1956826001405716,,,,,,,,,,
1,289,,,,,0.06437858194112778,,,,,,,,,,,
1,299,,,,,0.06846882402896881,,,,,,,,,,,
1,309,,,,,0.061692651361227036,,,,,,,,,,,
1,319,,,,,0.06342936307191849,,,,,,,,,,,
1,329,,,,,0.06348053365945816,,,,,,,,,,,
1,339,,,,,0.06257002800703049,,,,,,,,,,,
1,349,,,,,0.06444303691387177,,,,,,,,,,,
1,359,,,,,0.0658891499042511,,,,,,,,,,,
1,369,,,,,0.06456758081912994,,,,,,,,,,,
1,379,,,,,0.06550082564353943,,,,,,,,,,,
1,389,,,,,0.06300739198923111,,,,,,,,,,,
1,399,,,,,0.0611833855509758,,,,,,,,,,,
1,409,,,,,0.06476455181837082,,,,,,,,,,,
1,419,,,,,0.06289371103048325,,,,,,,,,,,
1,429,,,,,0.06159365549683571,,,,,,,,,,,
1,439,,,,,0.06157645583152771,,,,,,,,,,,
1,449,,,,,0.06659915298223495,,,,,,,,,,,
1,459,,,,,0.06365001946687698,,,,,,,,,,,
1,469,,,,,0.06052812188863754,,,,,,,,,,,
1,479,,,,,0.06190834939479828,,,,,,,,,,,
1,489,,,,,0.06605084240436554,,,,,,,,,,,
1,499,,,,,0.06474026292562485,,,,,,,,,,,
1,509,,,,,0.06969047337770462,,,,,,,,,,,
1,519,,,,,0.06476854532957077,,,,,,,,,,,
1,529,,,,,0.06021023914217949,,,,,,,,,,,
1,539,,,,,0.06255429983139038,,,,,,,,,,,
1,549,,,,,0.06097115948796272,,,,,,,,,,,
1,559,,,,,0.06540375202894211,,,,,,,,,,,
1,1,0.03670616018382673,36.20227819301443,,,,,,,,,,,,,,
1,565,,,,,,0.06422082334756851,,,,,,,,,,
2,569,,,,,0.061764657497406006,,,,,,,,,,,
2,579,,,,,0.06342006474733353,,,,,,,,,,,
2,589,,,,,0.061654556542634964,,,,,,,,,,,
2,599,,,,,0.06263191998004913,,,,,,,,,,,
2,609,,,,,0.05978039279580116,,,,,,,,,,,
2,619,,,,,0.0620434433221817,,,,,,,,,,,
2,629,,,,,0.06023206561803818,,,,,,,,,,,
2,639,,,,,0.06446727365255356,,,,,,,,,,,
2,649,,,,,0.06179142743349075,,,,,,,,,,,
2,659,,,,,0.06567367911338806,,,,,,,,,,,
2,669,,,,,0.062191128730773926,,,,,,,,,,,
2,679,,,,,0.06008929759263992,,,,,,,,,,,
2,689,,,,,0.05959672853350639,,,,,,,,,,,
2,699,,,,,0.06441966444253922,,,,,,,,,,,
2,709,,,,,0.0599515475332737,,,,,,,,,,,
2,719,,,,,0.061853617429733276,,,,,,,,,,,
2,729,,,,,0.061015576124191284,,,,,,,,,,,
2,739,,,,,0.0594964325428009,,,,,,,,,,,
2,749,,,,,0.06415151059627533,,,,,,,,,,,
2,759,,,,,0.06605644524097443,,,,,,,,,,,
2,769,,,,,0.06272896379232407,,,,,,,,,,,
2,779,,,,,0.061319541186094284,,,,,,,,,,,
2,789,,,,,0.064377561211586,,,,,,,,,,,
2,799,,,,,0.06495970487594604,,,,,,,,,,,
2,809,,,,,0.06170112267136574,,,,,,,,,,,
2,819,,,,,0.058602746576070786,,,,,,,,,,,
2,829,,,,,0.06408892571926117,,,,,,,,,,,
2,839,,,,,0.06333287060260773,,,,,,,,,,,
2,2,0.03299532990535786,33.395917316532945,,,,,,,,,,,,,,
2,848,,,,,,0.06226721033453941,,,,,,,,,,
3,849,,,,,0.058785900473594666,,,,,,,,,,,
3,859,,,,,0.06364361196756363,,,,,,,,,,,
3,869,,,,,0.05932630971074104,,,,,,,,,,,
3,879,,,,,0.06162845343351364,,,,,,,,,,,
3,889,,,,,0.060307249426841736,,,,,,,,,,,
3,899,,,,,0.06057657301425934,,,,,,,,,,,
3,909,,,,,0.06433428078889847,,,,,,,,,,,
3,919,,,,,0.06081417575478554,,,,,,,,,,,
3,929,,,,,0.060297030955553055,,,,,,,,,,,
3,939,,,,,0.061232201755046844,,,,,,,,,,,
3,949,,,,,0.059630975127220154,,,,,,,,,,,
3,959,,,,,0.05901434272527695,,,,,,,,,,,
3,969,,,,,0.057902801781892776,,,,,,,,,,,
3,979,,,,,0.056938450783491135,,,,,,,,,,,
3,989,,,,,0.06128505617380142,,,,,,,,,,,
3,999,,,,,0.05675157904624939,,,,,,,,,,,
3,1009,,,,,0.06099950522184372,,,,,,,,,,,
3,1019,,,,,0.05924408882856369,,,,,,,,,,,
3,1029,,,,,0.06092475354671478,,,,,,,,,,,
3,1039,,,,,0.06244225800037384,,,,,,,,,,,
3,1049,,,,,0.059248533099889755,,,,,,,,,,,
3,1059,,,,,0.060711633414030075,,,,,,,,,,,
3,1069,,,,,0.061229247599840164,,,,,,,,,,,
3,1079,,,,,0.0627179890871048,,,,,,,,,,,
3,1089,,,,,0.05849972367286682,,,,,,,,,,,
3,1099,,,,,0.05908052995800972,,,,,,,,,,,
3,1109,,,,,0.05649346858263016,,,,,,,,,,,
3,1119,,,,,0.06572557240724564,,,,,,,,,,,
3,1129,,,,,0.05916700139641762,,,,,,,,,,,
3,3,0.029534481948468104,31.482865173478167,,,,,,,,,,,,,,
3,1131,,,,,,0.0607680007815361,,,,,,,,,,
4,1139,,,,,0.05922441929578781,,,,,,,,,,,
4,1149,,,,,0.05725046247243881,,,,,,,,,,,
4,1159,,,,,0.06225508823990822,,,,,,,,,,,
