epoch,step,train_auc_eval,train_f1_eval,train_loss,train_loss_epoch,train_loss_eval,train_map_eval,val_auc,val_f1,val_loss,val_map
0,0,0.4943593740463257,0.017103202641010284,,,0.694777317413787,0.015331534668803215,,,,
0,99,,,0.6947740316390991,,,,,,,
0,199,,,0.05795593559741974,,,,,,,
0,282,,,,0.07762689143419266,,,,,,
1,299,,,0.05958354473114014,,,,,,,
1,399,,,0.05855414271354675,,,,,,,
1,499,,,0.05855931341648102,,,,,,,
1,565,,,,0.057010527700185776,,,,,,
2,599,,,0.05836495757102966,,,,,,,
2,699,,,0.05951026454567909,,,,,,,
2,799,,,0.05030318349599838,,,,,,,
2,848,,,,0.05487808585166931,,,,,,
3,899,,,0.04980258643627167,,,,,,,
3,999,,,0.05440104752779007,,,,,,,
3,1099,,,0.05324085056781769,,,,,,,
3,1131,,,,0.05303296446800232,,,,,,
4,1199,,,0.055716220289468765,,,,,,,
4,1299,,,0.05173276737332344,,,,,,,
4,1399,,,0.0489920973777771,,,,,,,
4,1414,,,,0.05255604907870293,,,,,,
5,1499,,,0.05316412076354027,,,,,,,
5,1599,,,0.05455121770501137,,,,,,,
5,1697,,,,0.05209542438387871,,,,,,
6,1699,,,0.046636007726192474,,,,,,,
6,1799,,,0.04783021658658981,,,,,,,
6,1899,,,0.050137706100940704,,,,,,,
6,1980,,,,0.051783353090286255,,,,,,
7,1999,,,0.051035113632678986,,,,,,,
7,2099,,,0.04704342409968376,,,,,,,
7,2199,,,0.052781738340854645,,,,,,,
7,2263,,,,0.051733970642089844,,,,,,
8,2299,,,0.05251065641641617,,,,,,,
8,2399,,,0.05130372196435928,,,,,,,
8,2499,,,0.05017326399683952,,,,,,,
8,2546,,,,0.051629990339279175,,,,,,
9,2599,,,0.05193082243204117,,,,,,,
9,2699,,,0.05357435345649719,,,,,,,
9,2799,,,0.053427111357450485,,,,,,,
9,2829,,,,,,,0.35655543208122253,0.006909091025590897,0.05005462467670441,0.0955975130200386
9,2829,,,,0.05136500671505928,,,,,,
10,2899,,,0.05118173733353615,,,,,,,
10,2999,,,0.051704321056604385,,,,,,,
10,3099,,,0.053371328860521317,,,,,,,
10,3112,,,,0.05108915641903877,,,,,,
11,3199,,,0.0511210635304451,,,,,,,
11,3299,,,0.047784868627786636,,,,,,,
11,3395,,,,0.050952840596437454,,,,,,
12,3399,,,0.05334952101111412,,,,,,,
12,3499,,,0.04473694786429405,,,,,,,
12,3599,,,0.048927780240774155,,,,,,,
12,3678,,,,0.05065133050084114,,,,,,
13,3699,,,0.049321312457323074,,,,,,,
13,3799,,,0.051777731627225876,,,,,,,
13,3899,,,0.04650402069091797,,,,,,,
13,3961,,,,0.05037369579076767,,,,,,
14,3999,,,0.049854669719934464,,,,,,,
14,4099,,,0.04715301841497421,,,,,,,
14,4199,,,0.053153153508901596,,,,,,,
14,4244,,,,0.05016932636499405,,,,,,
15,4299,,,0.050927016884088516,,,,,,,
15,4399,,,0.050935693085193634,,,,,,,
15,4499,,,0.050915058702230453,,,,,,,
15,4527,,,,0.050261083990335464,,,,,,
16,4599,,,0.051645677536726,,,,,,,
16,4699,,,0.047180112451314926,,,,,,,
16,4799,,,0.047827478498220444,,,,,,,
16,4810,,,,0.05003398284316063,,,,,,
17,4899,,,0.05180387943983078,,,,,,,
17,4999,,,0.05068739503622055,,,,,,,
17,5093,,,,0.04978908598423004,,,,,,
18,5099,,,0.04890674352645874,,,,,,,
18,5199,,,0.043345868587493896,,,,,,,
18,5299,,,0.04811752215027809,,,,,,,
18,5376,,,,0.04963081330060959,,,,,,
19,5399,,,0.04754617065191269,,,,,,,
19,5499,,,0.046197619289159775,,,,,,,
19,5599,,,0.0481431819498539,,,,,,,
19,5659,,,,,,,0.3673573434352875,0.011466667987406254,0.04811494052410126,0.09712769836187363
19,5659,,,,0.04960758239030838,,,,,,
20,5699,,,0.046747319400310516,,,,,,,
20,5799,,,0.04911014437675476,,,,,,,
20,5899,,,0.04730851575732231,,,,,,,
20,5942,,,,0.04984576627612114,,,,,,
21,5999,,,0.04818514361977577,,,,,,,
21,6099,,,0.052697405219078064,,,,,,,
21,6199,,,0.049991507083177567,,,,,,,
21,6225,,,,0.04980236664414406,,,,,,
22,6299,,,0.05191517248749733,,,,,,,
22,6399,,,0.04546472430229187,,,,,,,
22,6499,,,0.04931824281811714,,,,,,,
22,6508,,,,0.04930390045046806,,,,,,
23,6599,,,0.05063411220908165,,,,,,,
23,6699,,,0.05459924787282944,,,,,,,
23,6791,,,,0.04947134107351303,,,,,,
24,6799,,,0.051701512187719345,,,,,,,
24,6899,,,0.051351048052310944,,,,,,,
24,6999,,,0.05099456384778023,,,,,,,
24,7074,,,,0.04944980889558792,,,,,,
25,7099,,,0.04840249940752983,,,,,,,
25,7199,,,0.0488651841878891,,,,,,,
25,7299,,,0.049218449741601944,,,,,,,
25,7357,,,,0.049380116164684296,,,,,,
26,7399,,,0.04949666187167168,,,,,,,
26,7499,,,0.04778048023581505,,,,,,,
26,7599,,,0.05513996258378029,,,,,,,
26,7640,,,,0.04933794215321541,,,,,,
27,7699,,,0.051010459661483765,,,,,,,
27,7799,,,0.049160510301589966,,,,,,,
27,7899,,,0.05378253012895584,,,,,,,
27,7923,,,,0.04921888932585716,,,,,,
