epoch,step,train_auc_eval,train_f1_eval,train_loss,train_loss_epoch,train_loss_eval,train_map_eval
0,0,0.4925648272037506,0.017241841182112694,,,0.6951063634823773,0.014637534506618977
0,9,,,0.6952236294746399,,,
0,19,,,0.2399354875087738,,,
0,29,,,0.07302927225828171,,,
0,39,,,0.06976521760225296,,,
0,49,,,0.06990925967693329,,,
0,59,,,0.060243792831897736,,,
0,69,,,0.05947914347052574,,,
0,79,,,0.06187620013952255,,,
0,89,,,0.05956367030739784,,,
0,99,,,0.05921490490436554,,,
0,109,,,0.059208665043115616,,,
0,119,,,0.0577973909676075,,,
0,129,,,0.05937669426202774,,,
0,139,,,0.058334484696388245,,,
0,149,,,0.055441856384277344,,,
0,159,,,0.05649546906352043,,,
0,169,,,0.06180611997842789,,,
0,179,,,0.06056585535407066,,,
0,189,,,0.05546107143163681,,,
0,199,,,0.05929842218756676,,,
0,209,,,0.06131819263100624,,,
0,219,,,0.057645462453365326,,,
0,229,,,0.055240482091903687,,,
0,239,,,0.05995502695441246,,,
0,249,,,0.05828823149204254,,,
0,259,,,0.05769136920571327,,,
0,269,,,0.05701350048184395,,,
0,279,,,0.05810084566473961,,,
0,282,,,,0.07887376844882965,,
1,289,,,0.059393417090177536,,,
1,299,,,0.05903410539031029,,,
1,309,,,0.0567588247358799,,,
1,319,,,0.05609072744846344,,,
1,329,,,0.05829484760761261,,,
1,339,,,0.057620126754045486,,,
1,349,,,0.05661718174815178,,,
1,359,,,0.05585910379886627,,,
1,369,,,0.056376244872808456,,,
1,379,,,0.054382700473070145,,,
1,389,,,0.055850815027952194,,,
1,399,,,0.06169375404715538,,,
1,409,,,0.05552982538938522,,,
1,419,,,0.06307048350572586,,,
1,429,,,0.05988643690943718,,,
1,439,,,0.05676226690411568,,,
1,449,,,0.05956362187862396,,,
