epoch,step,train_auc_eval,train_f1_eval,train_loss,train_loss_epoch,train_loss_eval,train_map_eval,val_auc,val_f1,val_loss,val_map,weight_norm/fc.0.bias,weight_norm/fc.0.weight,weight_norm/fc.3.bias,weight_norm/fc.3.weight,weight_norm/gru.bias_hh_l0,weight_norm/gru.bias_hh_l1,weight_norm/gru.bias_ih_l0,weight_norm/gru.bias_ih_l1,weight_norm/gru.weight_hh_l0,weight_norm/gru.weight_hh_l1,weight_norm/gru.weight_ih_l0,weight_norm/gru.weight_ih_l1
0,0,,,,,,,,,,,0.0,13.1466064453125,0.0,12.514028549194336,0.0,0.0,0.0,0.0,19.601755142211914,19.576675415039062,27.70363426208496,19.6275634765625
0,0,,,,,,,,,,,,,,,,,,,,,,
0,0,0.495788037776947,0.01593851111829281,,,25.894519469317267,0.01538531482219696,,,,,,,,,,,,,,,,
0,9,,,25.93313217163086,,,,,,,,,,,,,,,,,,,
0,19,,,23.130632400512695,,,,,,,,,,,,,,,,,,,
0,29,,,20.518123626708984,,,,,,,,,,,,,,,,,,,
0,39,,,18.11360740661621,,,,,,,,,,,,,,,,,,,
0,49,,,16.22647476196289,,,,,,,,,,,,,,,,,,,
0,59,,,14.646482467651367,,,,,,,,,,,,,,,,,,,
0,69,,,12.779620170593262,,,,,,,,,,,,,,,,,,,
0,79,,,11.02679443359375,,,,,,,,,,,,,,,,,,,
0,89,,,9.88452434539795,,,,,,,,,,,,,,,,,,,
0,99,,,8.130782127380371,,,,,,,,,,,,,,,,,,,
0,109,,,7.449717044830322,,,,,,,,,,,,,,,,,,,
0,119,,,6.517859935760498,,,,,,,,,,,,,,,,,,,
0,129,,,6.1199631690979,,,,,,,,,,,,,,,,,,,
0,139,,,5.587911128997803,,,,,,,,,,,,,,,,,,,
0,149,,,5.567203998565674,,,,,,,,,,,,,,,,,,,
0,159,,,4.999326229095459,,,,,,,,,,,,,,,,,,,
0,169,,,5.268133640289307,,,,,,,,,,,,,,,,,,,
0,179,,,4.761360168457031,,,,,,,,,,,,,,,,,,,
0,189,,,4.819883823394775,,,,,,,,,,,,,,,,,,,
0,199,,,4.657943248748779,,,,,,,,,,,,,,,,,,,
0,209,,,5.2101922035217285,,,,,,,,,,,,,,,,,,,
0,219,,,4.753110885620117,,,,,,,,,,,,,,,,,,,
0,229,,,4.62200927734375,,,,,,,,,,,,,,,,,,,
0,239,,,4.75864315032959,,,,,,,,,,,,,,,,,,,
0,249,,,4.600786209106445,,,,,,,,,,,,,,,,,,,
0,259,,,4.432093143463135,,,,,,,,,,,,,,,,,,,
0,269,,,4.1806793212890625,,,,,,,,,,,,,,,,,,,
0,279,,,4.333684921264648,,,,,,,,,,,,,,,,,,,
0,282,,,,8.662217140197754,,,,,,,,,,,,,,,,,,
1,289,,,4.230806827545166,,,,,,,,,,,,,,,,,,,
1,299,,,4.774737358093262,,,,,,,,,,,,,,,,,,,
1,309,,,4.525938510894775,,,,,,,,,,,,,,,,,,,
1,319,,,4.609114170074463,,,,,,,,,,,,,,,,,,,
1,329,,,4.366760730743408,,,,,,,,,,,,,,,,,,,
1,339,,,4.021113872528076,,,,,,,,,,,,,,,,,,,
1,349,,,4.77170467376709,,,,,,,,,,,,,,,,,,,
1,359,,,4.697669506072998,,,,,,,,,,,,,,,,,,,
1,369,,,4.524637222290039,,,,,,,,,,,,,,,,,,,
1,379,,,4.522387981414795,,,,,,,,,,,,,,,,,,,
1,389,,,4.398632526397705,,,,,,,,,,,,,,,,,,,
1,399,,,4.615328311920166,,,,,,,,,,,,,,,,,,,
1,409,,,4.40131139755249,,,,,,,,,,,,,,,,,,,
1,419,,,4.434629917144775,,,,,,,,,,,,,,,,,,,
1,429,,,4.00283670425415,,,,,,,,,,,,,,,,,,,
1,439,,,4.039297580718994,,,,,,,,,,,,,,,,,,,
1,449,,,4.318576335906982,,,,,,,,,,,,,,,,,,,
1,459,,,4.221065998077393,,,,,,,,,,,,,,,,,,,
1,469,,,4.21690559387207,,,,,,,,,,,,,,,,,,,
1,479,,,4.422214031219482,,,,,,,,,,,,,,,,,,,
1,489,,,4.293839931488037,,,,,,,,,,,,,,,,,,,
1,499,,,3.9951977729797363,,,,,,,,,,,,,,,,,,,
1,509,,,4.327724456787109,,,,,,,,,,,,,,,,,,,
1,519,,,4.265261173248291,,,,,,,,,,,,,,,,,,,
1,529,,,4.323981285095215,,,,,,,,,,,,,,,,,,,
1,539,,,3.9097166061401367,,,,,,,,,,,,,,,,,,,
1,549,,,4.0244035720825195,,,,,,,,,,,,,,,,,,,
1,559,,,4.214690685272217,,,,,,,,,,,,,,,,,,,
1,565,,,,4.327188491821289,,,,,,,,,,,,,,,,,,
2,569,,,4.193842887878418,,,,,,,,,,,,,,,,,,,
2,579,,,4.2168474197387695,,,,,,,,,,,,,,,,,,,
2,589,,,4.03670597076416,,,,,,,,,,,,,,,,,,,
2,599,,,4.148911476135254,,,,,,,,,,,,,,,,,,,
2,609,,,4.320861339569092,,,,,,,,,,,,,,,,,,,
2,619,,,3.822667121887207,,,,,,,,,,,,,,,,,,,
2,629,,,3.952831983566284,,,,,,,,,,,,,,,,,,,
2,639,,,4.195429801940918,,,,,,,,,,,,,,,,,,,
2,649,,,4.057841777801514,,,,,,,,,,,,,,,,,,,
