epoch,step,train_auc_eval,train_f1_eval,train_loss,train_loss_eval,train_map_eval,val_auc,val_f1,val_loss,val_map
66,18960,,,0.049053728580474854,,,,,,
67,19243,,,0.049002598971128464,,,,,,
68,19526,,,0.04891879856586456,,,,,,
,19810,0.8015180230140686,0.013928161934018135,,0.04846576012243285,0.05650201067328453,,,,
69,19809,,,,,,0.358402281999588,0.013999603688716888,0.04779032617807388,0.10024312883615494
69,19809,,,0.04899667575955391,,,,,,
70,20092,,,0.0488157756626606,,,,,,
71,20375,,,0.04891916736960411,,,,,,
72,20658,,,0.04884941503405571,,,,,,
73,20941,,,0.04887355864048004,,,,,,
74,21224,,,0.04895472154021263,,,,,,
75,21507,,,0.048803653568029404,,,,,,
76,21790,,,0.0489717461168766,,,,,,
77,22073,,,0.048905469477176666,,,,,,
78,22356,,,0.04884285107254982,,,,,,
,22640,0.8037293553352356,0.009365101344883442,,0.04819124647958071,0.05839729309082031,,,,
79,22639,,,,,,0.3587413728237152,0.009372948668897152,0.04759998247027397,0.10733065009117126
79,22639,,,0.04882563278079033,,,,,,
80,22922,,,0.04874205216765404,,,,,,
81,23205,,,0.0488026887178421,,,,,,
82,23488,,,0.04901430010795593,,,,,,
83,23771,,,0.04883900657296181,,,,,,
84,24054,,,0.04885050654411316,,,,,,
85,24337,,,0.04873363673686981,,,,,,
86,24620,,,0.048869457095861435,,,,,,
87,24903,,,0.0489187091588974,,,,,,
88,25186,,,0.04875713586807251,,,,,,
,25470,0.804430365562439,0.013903019949793816,,0.04978441429066371,0.0561855286359787,,,,
89,25469,,,,,,0.35811206698417664,0.013766039162874222,0.04914867505431175,0.10267438739538193
89,25469,,,0.04874483868479729,,,,,,
90,25752,,,0.04878760501742363,,,,,,
91,26035,,,0.04885460063815117,,,,,,
92,26318,,,0.04883158579468727,,,,,,
93,26601,,,0.048736169934272766,,,,,,
94,26884,,,0.04888639971613884,,,,,,
95,27167,,,0.048850350081920624,,,,,,
96,27450,,,0.0490390919148922,,,,,,
97,27733,,,0.04875442385673523,,,,,,
98,28016,,,0.04887675493955612,,,,,,
,28300,0.8038601279258728,0.013234908692538738,,0.04813829963613621,0.057210519909858704,,,,
99,28299,,,,,,0.36004117131233215,0.0129355788230896,0.04744172468781471,0.1031087338924408
99,28299,,,0.04883352294564247,,,,,,
