epoch,step,train_auc_eval,train_f1_eval,train_loss,train_loss_epoch,train_loss_eval,train_map_eval,val_auc,val_f1,val_loss,val_map,weight_norm/fc.0.bias,weight_norm/fc.0.weight,weight_norm/fc.3.bias,weight_norm/fc.3.weight,weight_norm/gru.bias_hh_l0,weight_norm/gru.bias_hh_l1,weight_norm/gru.bias_ih_l0,weight_norm/gru.bias_ih_l1,weight_norm/gru.weight_hh_l0,weight_norm/gru.weight_hh_l1,weight_norm/gru.weight_ih_l0,weight_norm/gru.weight_ih_l1
0,0,,,,,,,,,,,0.0,13.067191123962402,0.0,12.483635902404785,0.0,0.0,0.0,0.0,19.59307861328125,19.624835968017578,27.74236488342285,19.582317352294922
0,0,,,,,,,,,,,,,,,,,,,,,,
0,0,0.4920508563518524,0.019410856068134308,,,0.5065159016387164,0.015076063573360443,,,,,,,,,,,,,,,,
0,9,,,0.5057531595230103,,,,,,,,,,,,,,,,,,,
0,19,,,0.5062716007232666,,,,,,,,,,,,,,,,,,,
0,29,,,0.5029036402702332,,,,,,,,,,,,,,,,,,,
0,39,,,0.5029536485671997,,,,,,,,,,,,,,,,,,,
0,49,,,0.5036897659301758,,,,,,,,,,,,,,,,,,,
0,59,,,0.5033289194107056,,,,,,,,,,,,,,,,,,,
0,69,,,0.5012218952178955,,,,,,,,,,,,,,,,,,,
0,79,,,0.4999053180217743,,,,,,,,,,,,,,,,,,,
0,89,,,0.5014575123786926,,,,,,,,,,,,,,,,,,,
0,99,,,0.5007007122039795,,,,,,,,,,,,,,,,,,,
0,109,,,0.5004739761352539,,,,,,,,,,,,,,,,,,,
0,119,,,0.49952638149261475,,,,,,,,,,,,,,,,,,,
0,129,,,0.49663209915161133,,,,,,,,,,,,,,,,,,,
0,139,,,0.49787941575050354,,,,,,,,,,,,,,,,,,,
0,149,,,0.49631738662719727,,,,,,,,,,,,,,,,,,,
0,159,,,0.49562811851501465,,,,,,,,,,,,,,,,,,,
0,169,,,0.4933129847049713,,,,,,,,,,,,,,,,,,,
0,179,,,0.487737238407135,,,,,,,,,,,,,,,,,,,
0,189,,,0.489920437335968,,,,,,,,,,,,,,,,,,,
0,199,,,0.4903858006000519,,,,,,,,,,,,,,,,,,,
0,209,,,0.48382875323295593,,,,,,,,,,,,,,,,,,,
0,219,,,0.4834550619125366,,,,,,,,,,,,,,,,,,,
0,229,,,0.4830503761768341,,,,,,,,,,,,,,,,,,,
0,239,,,0.48241859674453735,,,,,,,,,,,,,,,,,,,
0,249,,,0.4783920347690582,,,,,,,,,,,,,,,,,,,
0,259,,,0.475015252828598,,,,,,,,,,,,,,,,,,,
0,269,,,0.47427284717559814,,,,,,,,,,,,,,,,,,,
0,279,,,0.4714834690093994,,,,,,,,,,,,,,,,,,,
0,282,,,,0.4925491213798523,,,,,,,,,,,,,,,,,,
1,289,,,0.4683877229690552,,,,,,,,,,,,,,,,,,,
1,299,,,0.4692813754081726,,,,,,,,,,,,,,,,,,,
1,309,,,0.465594619512558,,,,,,,,,,,,,,,,,,,
1,319,,,0.4595385789871216,,,,,,,,,,,,,,,,,,,
1,329,,,0.4599590003490448,,,,,,,,,,,,,,,,,,,
1,339,,,0.4602212905883789,,,,,,,,,,,,,,,,,,,
1,349,,,0.4588594138622284,,,,,,,,,,,,,,,,,,,
1,359,,,0.45341598987579346,,,,,,,,,,,,,,,,,,,
1,369,,,0.4532236158847809,,,,,,,,,,,,,,,,,,,
1,379,,,0.4558839499950409,,,,,,,,,,,,,,,,,,,
1,389,,,0.45042505860328674,,,,,,,,,,,,,,,,,,,
1,399,,,0.4483143985271454,,,,,,,,,,,,,,,,,,,
1,409,,,0.44763609766960144,,,,,,,,,,,,,,,,,,,
1,419,,,0.44579774141311646,,,,,,,,,,,,,,,,,,,
1,429,,,0.4430115818977356,,,,,,,,,,,,,,,,,,,
1,439,,,0.44182831048965454,,,,,,,,,,,,,,,,,,,
1,449,,,0.44485217332839966,,,,,,,,,,,,,,,,,,,
1,459,,,0.44304513931274414,,,,,,,,,,,,,,,,,,,
1,469,,,0.4419156610965729,,,,,,,,,,,,,,,,,,,
1,479,,,0.44054126739501953,,,,,,,,,,,,,,,,,,,
1,489,,,0.43529608845710754,,,,,,,,,,,,,,,,,,,
1,499,,,0.4375178813934326,,,,,,,,,,,,,,,,,,,
1,509,,,0.43320614099502563,,,,,,,,,,,,,,,,,,,
1,519,,,0.43271395564079285,,,,,,,,,,,,,,,,,,,
1,529,,,0.43525516986846924,,,,,,,,,,,,,,,,,,,
1,539,,,0.4291304349899292,,,,,,,,,,,,,,,,,,,
1,549,,,0.43342089653015137,,,,,,,,,,,,,,,,,,,
1,559,,,0.4284631907939911,,,,,,,,,,,,,,,,,,,
1,565,,,,0.4460885226726532,,,,,,,,,,,,,,,,,,
2,569,,,0.4255211353302002,,,,,,,,,,,,,,,,,,,
2,579,,,0.42907097935676575,,,,,,,,,,,,,,,,,,,
2,589,,,0.42873966693878174,,,,,,,,,,,,,,,,,,,
2,599,,,0.42349711060523987,,,,,,,,,,,,,,,,,,,
2,609,,,0.4280436635017395,,,,,,,,,,,,,,,,,,,
2,619,,,0.42130857706069946,,,,,,,,,,,,,,,,,,,
2,629,,,0.42158740758895874,,,,,,,,,,,,,,,,,,,
2,639,,,0.42186370491981506,,,,,,,,,,,,,,,,,,,
2,649,,,0.41809001564979553,,,,,,,,,,,,,,,,,,,
2,659,,,0.41920205950737,,,,,,,,,,,,,,,,,,,
2,669,,,0.41627806425094604,,,,,,,,,,,,,,,,,,,
2,679,,,0.4202843904495239,,,,,,,,,,,,,,,,,,,
2,689,,,0.4176032841205597,,,,,,,,,,,,,,,,,,,
2,699,,,0.41422757506370544,,,,,,,,,,,,,,,,,,,
2,709,,,0.41138869524002075,,,,,,,,,,,,,,,,,,,
2,719,,,0.41780275106430054,,,,,,,,,,,,,,,,,,,
2,729,,,0.4128393828868866,,,,,,,,,,,,,,,,,,,
2,739,,,0.4109261929988861,,,,,,,,,,,,,,,,,,,
2,749,,,0.4137948751449585,,,,,,,,,,,,,,,,,,,
2,759,,,0.41002342104911804,,,,,,,,,,,,,,,,,,,
2,769,,,0.40959617495536804,,,,,,,,,,,,,,,,,,,
2,779,,,0.40912824869155884,,,,,,,,,,,,,,,,,,,
2,789,,,0.40846070647239685,,,,,,,,,,,,,,,,,,,
2,799,,,0.4113638997077942,,,,,,,,,,,,,,,,,,,
2,809,,,0.4065247178077698,,,,,,,,,,,,,,,,,,,
2,819,,,0.4078371822834015,,,,,,,,,,,,,,,,,,,
2,829,,,0.40457555651664734,,,,,,,,,,,,,,,,,,,
2,839,,,0.40717417001724243,,,,,,,,,,,,,,,,,,,
2,848,,,,0.41550564765930176,,,,,,,,,,,,,,,,,,
3,849,,,0.4054504632949829,,,,,,,,,,,,,,,,,,,
3,859,,,0.40055781602859497,,,,,,,,,,,,,,,,,,,
3,869,,,0.40237486362457275,,,,,,,,,,,,,,,,,,,
3,879,,,0.4044814109802246,,,,,,,,,,,,,,,,,,,
3,889,,,0.4039469361305237,,,,,,,,,,,,,,,,,,,
3,899,,,0.400820791721344,,,,,,,,,,,,,,,,,,,
3,909,,,0.4029234051704407,,,,,,,,,,,,,,,,,,,
3,919,,,0.3981945514678955,,,,,,,,,,,,,,,,,,,
3,929,,,0.3974200487136841,,,,,,,,,,,,,,,,,,,
3,939,,,0.39906758069992065,,,,,,,,,,,,,,,,,,,
3,949,,,0.3971036672592163,,,,,,,,,,,,,,,,,,,
3,959,,,0.39672720432281494,,,,,,,,,,,,,,,,,,,
3,969,,,0.3961428701877594,,,,,,,,,,,,,,,,,,,
3,979,,,0.39487913250923157,,,,,,,,,,,,,,,,,,,
3,989,,,0.3984241187572479,,,,,,,,,,,,,,,,,,,
3,999,,,0.3942553997039795,,,,,,,,,,,,,,,,,,,
3,1009,,,0.39378654956817627,,,,,,,,,,,,,,,,,,,
3,1019,,,0.3955336809158325,,,,,,,,,,,,,,,,,,,
3,1029,,,0.39088401198387146,,,,,,,,,,,,,,,,,,,
3,1039,,,0.39165157079696655,,,,,,,,,,,,,,,,,,,
3,1049,,,0.38987746834754944,,,,,,,,,,,,,,,,,,,
3,1059,,,0.3915889859199524,,,,,,,,,,,,,,,,,,,
3,1069,,,0.3930171728134155,,,,,,,,,,,,,,,,,,,
3,1079,,,0.39218670129776,,,,,,,,,,,,,,,,,,,
3,1089,,,0.38721898198127747,,,,,,,,,,,,,,,,,,,
3,1099,,,0.39350828528404236,,,,,,,,,,,,,,,,,,,
3,1109,,,0.3899499475955963,,,,,,,,,,,,,,,,,,,
3,1119,,,0.3909095227718353,,,,,,,,,,,,,,,,,,,
3,1129,,,0.3885403871536255,,,,,,,,,,,,,,,,,,,
3,1131,,,,0.3961033523082733,,,,,,,,,,,,,,,,,,
4,1139,,,0.3895549178123474,,,,,,,,,,,,,,,,,,,
4,1149,,,0.38881683349609375,,,,,,,,,,,,,,,,,,,
4,1159,,,0.38956117630004883,,,,,,,,,,,,,,,,,,,
4,1169,,,0.38851308822631836,,,,,,,,,,,,,,,,,,,
4,1179,,,0.38836735486984253,,,,,,,,,,,,,,,,,,,
4,1189,,,0.3864456117153168,,,,,,,,,,,,,,,,,,,
4,1199,,,0.3854678273200989,,,,,,,,,,,,,,,,,,,
4,1209,,,0.38595354557037354,,,,,,,,,,,,,,,,,,,
4,1219,,,0.3848966658115387,,,,,,,,,,,,,,,,,,,
4,1229,,,0.3849351108074188,,,,,,,,,,,,,,,,,,,
4,1239,,,0.38412538170814514,,,,,,,,,,,,,,,,,,,
4,1249,,,0.3866357207298279,,,,,,,,,,,,,,,,,,,
4,1259,,,0.3872177302837372,,,,,,,,,,,,,,,,,,,
4,1269,,,0.38699936866760254,,,,,,,,,,,,,,,,,,,
4,1279,,,0.3799286186695099,,,,,,,,,,,,,,,,,,,
4,1289,,,0.38257646560668945,,,,,,,,,,,,,,,,,,,
4,1299,,,0.3834315836429596,,,,,,,,,,,,,,,,,,,
4,1309,,,0.38443323969841003,,,,,,,,,,,,,,,,,,,
4,1319,,,0.3797808885574341,,,,,,,,,,,,,,,,,,,
