epoch,step,train_auc_eval,train_f1_eval,train_loss,train_loss_eval,train_map_eval
0,0,0.5137988328933716,0.018720991909503937,,0.6967169218752758,0.01625736430287361
0,9,,,0.6968380808830261,,
0,19,,,0.2735939919948578,,
0,29,,,0.07359655946493149,,
0,39,,,0.07398352026939392,,
0,49,,,0.06834693253040314,,
0,59,,,0.06464066356420517,,
0,69,,,0.056969430297613144,,
0,79,,,0.0570242777466774,,
