epoch,step,train_auc_eval,train_f1_eval,train_loss,train_loss_eval,train_map_eval,val_auc,val_f1,val_loss,val_map
0,0,0.49762511253356934,0.015723759308457375,,0.6891658384271077,0.015081603080034256,,,,
0,282,,,0.0766405463218689,,,,,,
1,565,,,0.0567842535674572,,,,,,
2,848,,,0.0540776327252388,,,,,,
3,1131,,,0.05291296914219856,,,,,,
4,1414,,,0.05252041295170784,,,,,,
5,1697,,,0.05216054990887642,,,,,,
6,1980,,,0.051907263696193695,,,,,,
7,2263,,,0.05169873684644699,,,,,,
8,2546,,,0.0514482706785202,,,,,,
9,9,0.7656068205833435,0.009291276335716248,,0.050887984596588866,0.04383295401930809,,,,
9,2829,,,,,,0.342764288187027,0.009103260934352875,0.0500812903046608,0.08308995515108109
9,2829,,,0.051300980150699615,,,,,,
10,3112,,,0.05099822208285332,,,,,,
11,3395,,,0.05068955942988396,,,,,,
12,3678,,,0.050628673285245895,,,,,,
13,3961,,,0.050223689526319504,,,,,,
14,4244,,,0.05007035285234451,,,,,,
15,4527,,,0.04998612776398659,,,,,,
16,4810,,,0.04973934218287468,,,,,,
17,5093,,,0.04965978115797043,,,,,,
18,5376,,,0.049526557326316833,,,,,,
19,19,0.7928309440612793,0.012526708655059338,,0.04883953848686056,0.05349350720643997,,,,
19,5659,,,,,,0.3553394079208374,0.012543963268399239,0.04822460561990738,0.0970718041062355
19,5659,,,0.04951887205243111,,,,,,
20,5942,,,0.049614034593105316,,,,,,
21,6225,,,0.04946174845099449,,,,,,
22,6508,,,0.049419816583395004,,,,,,
23,6791,,,0.04950528219342232,,,,,,
24,7074,,,0.04933314770460129,,,,,,
25,7357,,,0.04924938827753067,,,,,,
26,7640,,,0.04932165890932083,,,,,,
27,7923,,,0.049171168357133865,,,,,,
28,8206,,,0.04913852736353874,,,,,,
29,29,0.8012028932571411,0.011523586697876453,,0.04843980560777544,0.05648032948374748,,,,
29,8489,,,,,,0.3586335778236389,0.011543091386556625,0.04762803763151169,0.10315725952386856
29,8489,,,0.04914342984557152,,,,,,
30,8772,,,0.04904872179031372,,,,,,
31,9055,,,0.0489833801984787,,,,,,
32,9338,,,0.049072302877902985,,,,,,
33,9621,,,0.049100589007139206,,,,,,
34,9904,,,0.04911978915333748,,,,,,
35,10187,,,0.04891882464289665,,,,,,
36,10470,,,0.04886750876903534,,,,,,
37,10753,,,0.04900878667831421,,,,,,
38,11036,,,0.04896823689341545,,,,,,
39,39,0.8055239915847778,0.012007852084934711,,0.04791575973862709,0.05899802967905998,,,,
39,11319,,,,,,0.36012759804725647,0.011781788431107998,0.04729496315121651,0.1056235060095787
39,11319,,,0.04896634817123413,,,,,,
40,11602,,,0.04886319488286972,,,,,,
41,11885,,,0.048760734498500824,,,,,,
42,12168,,,0.048904772847890854,,,,,,
43,12451,,,0.04876840487122536,,,,,,
44,12734,,,0.048661306500434875,,,,,,
45,13017,,,0.04888622462749481,,,,,,
