epoch,step,train_auc_eval,train_f1_eval,train_loss,train_loss_eval,train_map_eval,val_auc,val_f1,val_loss,val_map
0,0,0.8416110277175903,0.018254725262522697,,0.044599578014233705,0.0756487175822258,,,,
0,282,,,0.045482274144887924,,,,,,
1,565,,,0.04529402405023575,,,,,,
2,848,,,0.04543450102210045,,,,,,
3,1131,,,0.04533272981643677,,,,,,
4,1414,,,0.04531220719218254,,,,,,
5,1697,,,0.045342884957790375,,,,,,
6,1980,,,0.045399829745292664,,,,,,
7,2263,,,0.04544427618384361,,,,,,
8,2546,,,0.04538590833544731,,,,,,
9,2829,,,0.04560611769556999,,,,,,
10,3112,,,0.045345477759838104,,,,,,
11,3395,,,0.045510709285736084,,,,,,
12,3678,,,0.04534614086151123,,,,,,
13,3961,,,0.045401666313409805,,,,,,
14,4244,,,0.04549488052725792,,,,,,
15,4527,,,0.04525415971875191,,,,,,
16,4810,,,0.045372042804956436,,,,,,
17,5093,,,0.04538501054048538,,,,,,
18,5376,,,0.04546572268009186,,,,,,
19,5659,,,0.04530666023492813,,,,,,
20,5942,,,0.045319244265556335,,,,,,
21,6225,,,0.04526173323392868,,,,,,
22,6508,,,0.04528089240193367,,,,,,
23,6791,,,0.045249875634908676,,,,,,
24,7074,,,0.04548755660653114,,,,,,
25,7357,,,0.04551363363862038,,,,,,
26,7640,,,0.0453491285443306,,,,,,
27,7923,,,0.045246850699186325,,,,,,
28,8206,,,0.04528047889471054,,,,,,
29,8489,,,0.04520060867071152,,,,,,
30,8772,,,0.04537414014339447,,,,,,
31,9055,,,0.04515344649553299,,,,,,
32,9338,,,0.04534509405493736,,,,,,
33,9621,,,0.045338671654462814,,,,,,
34,9904,,,0.04539666697382927,,,,,,
35,10187,,,0.045360103249549866,,,,,,
36,10470,,,0.04523774981498718,,,,,,
37,10753,,,0.04532208666205406,,,,,,
38,11036,,,0.04534049704670906,,,,,,
39,11319,,,0.045310910791158676,,,,,,
40,11602,,,0.04525791108608246,,,,,,
41,11885,,,0.04536369815468788,,,,,,
42,12168,,,0.045409563928842545,,,,,,
43,12451,,,0.04527367651462555,,,,,,
44,12734,,,0.04529096558690071,,,,,,
45,13017,,,0.04520518332719803,,,,,,
46,13300,,,0.04526278004050255,,,,,,
47,13583,,,0.045284565538167953,,,,,,
48,13866,,,0.045378316193819046,,,,,,
49,14149,,,0.04537627846002579,,,,,,
50,14432,,,0.045291800051927567,,,,,,
51,14715,,,0.04528029263019562,,,,,,
52,14998,,,0.04524248093366623,,,,,,
53,15281,,,0.045311715453863144,,,,,,
54,15564,,,0.04528389126062393,,,,,,
55,15847,,,0.04540232941508293,,,,,,
56,16130,,,0.04518848657608032,,,,,,
57,16413,,,0.045327357947826385,,,,,,
58,16696,,,0.04525289684534073,,,,,,
59,16979,,,0.04514862224459648,,,,,,
60,17262,,,0.04527074098587036,,,,,,
61,17545,,,0.045304786413908005,,,,,,
62,17828,,,0.045297764241695404,,,,,,
63,18111,,,0.04534555971622467,,,,,,
64,18394,,,0.045355506241321564,,,,,,
65,18677,,,0.04523692652583122,,,,,,
66,18960,,,0.04525262117385864,,,,,,
67,19243,,,0.045178044587373734,,,,,,
68,19526,,,0.0452456958591938,,,,,,
69,19809,,,0.04516977816820145,,,,,,
70,20092,,,0.045488376170396805,,,,,,
71,20375,,,0.04526288062334061,,,,,,
72,20658,,,0.045197248458862305,,,,,,
73,20941,,,0.04513673484325409,,,,,,
74,21224,,,0.045224275439977646,,,,,,
75,21507,,,0.045122239738702774,,,,,,
76,21790,,,0.045237135142087936,,,,,,
77,22073,,,0.04517921432852745,,,,,,
78,22356,,,0.04515823349356651,,,,,,
79,22639,,,0.045204609632492065,,,,,,
80,22922,,,0.04514148831367493,,,,,,
81,23205,,,0.04519257694482803,,,,,,
82,23488,,,0.045304618775844574,,,,,,
83,23771,,,0.04522307217121124,,,,,,
84,24054,,,0.0453152135014534,,,,,,
85,24337,,,0.04527514800429344,,,,,,
86,24620,,,0.04523305222392082,,,,,,
87,24903,,,0.04523185268044472,,,,,,
88,25186,,,0.0452408641576767,,,,,,
89,25469,,,0.045199908316135406,,,,,,
90,25752,,,0.045236729085445404,,,,,,
91,26035,,,0.04514370486140251,,,,,,
92,26318,,,0.04518396779894829,,,,,,
93,26601,,,0.0451192781329155,,,,,,
94,26884,,,0.04549214616417885,,,,,,
95,27167,,,0.04514988884329796,,,,,,
96,27450,,,0.045106105506420135,,,,,,
97,27733,,,0.04517410323023796,,,,,,
98,28016,,,0.045075006783008575,,,,,,
99,99,0.8440061211585999,0.01843746192753315,,0.044529193216270795,0.07680068165063858,,,,
99,28299,,,,,,0.37219923734664917,0.01836710423231125,0.0446222759783268,0.1239309087395668
99,28299,,,0.045160818845033646,,,,,,
100,28582,,,0.0451945997774601,,,,,,
101,28865,,,0.0452151857316494,,,,,,
102,29148,,,0.04509217292070389,,,,,,
103,29431,,,0.04516664892435074,,,,,,
104,29714,,,0.04517342895269394,,,,,,
105,29997,,,0.04506407678127289,,,,,,
106,30280,,,0.04519383981823921,,,,,,
107,30563,,,0.045177340507507324,,,,,,
108,30846,,,0.04512609913945198,,,,,,
109,31129,,,0.045117128640413284,,,,,,
110,31412,,,0.045074671506881714,,,,,,
111,31695,,,0.04518216475844383,,,,,,
112,31978,,,0.04504583403468132,,,,,,
113,32261,,,0.04519054293632507,,,,,,
114,32544,,,0.045148253440856934,,,,,,
115,32827,,,0.04530663788318634,,,,,,
116,33110,,,0.045133717358112335,,,,,,
117,33393,,,0.045230425894260406,,,,,,
118,33676,,,0.045092396438121796,,,,,,
119,33959,,,0.04507942497730255,,,,,,
120,34242,,,0.045047469437122345,,,,,,
121,34525,,,0.0450042225420475,,,,,,
122,34808,,,0.04501073807477951,,,,,,
123,35091,,,0.04498503357172012,,,,,,
124,35374,,,0.04507626220583916,,,,,,
125,35657,,,0.045128852128982544,,,,,,
126,35940,,,0.04517125338315964,,,,,,
127,36223,,,0.045216239988803864,,,,,,
128,36506,,,0.045003741979599,,,,,,
129,36789,,,0.045099228620529175,,,,,,
130,37072,,,0.045089706778526306,,,,,,
131,37355,,,0.0451444573700428,,,,,,
132,37638,,,0.0452147014439106,,,,,,
133,37921,,,0.04509381949901581,,,,,,
134,38204,,,0.04518444836139679,,,,,,
135,38487,,,0.045192617923021317,,,,,,
136,38770,,,0.04511498287320137,,,,,,
137,39053,,,0.045251913368701935,,,,,,
138,39336,,,0.04514965042471886,,,,,,
139,39619,,,0.04517420753836632,,,,,,
140,39902,,,0.045032136142253876,,,,,,
141,40185,,,0.04513411968946457,,,,,,
142,40468,,,0.04517213627696037,,,,,,
143,40751,,,0.04498109221458435,,,,,,
144,41034,,,0.04500569403171539,,,,,,
145,41317,,,0.0450919046998024,,,,,,
146,41600,,,0.04503793269395828,,,,,,
147,41883,,,0.045095015317201614,,,,,,
148,42166,,,0.04506466165184975,,,,,,
149,42449,,,0.044990453869104385,,,,,,
150,42732,,,0.04506146162748337,,,,,,
151,43015,,,0.04517132043838501,,,,,,
152,43298,,,0.045001205056905746,,,,,,
153,43581,,,0.045076604932546616,,,,,,
154,43864,,,0.04515167698264122,,,,,,
155,44147,,,0.04520080238580704,,,,,,
156,44430,,,0.045078177005052567,,,,,,
157,44713,,,0.04490012675523758,,,,,,
158,44996,,,0.04501179978251457,,,,,,
159,45279,,,0.04499078169465065,,,,,,
160,45562,,,0.045210957527160645,,,,,,
161,45845,,,0.04500463977456093,,,,,,
162,46128,,,0.045017216354608536,,,,,,
163,46411,,,0.045038677752017975,,,,,,
164,46694,,,0.04503502696752548,,,,,,
165,46977,,,0.04509812593460083,,,,,,
166,47260,,,0.04509079083800316,,,,,,
167,47543,,,0.04504896700382233,,,,,,
168,47826,,,0.04495464637875557,,,,,,
169,48109,,,0.04503320902585983,,,,,,
170,48392,,,0.04500453919172287,,,,,,
171,48675,,,0.04514724761247635,,,,,,
172,48958,,,0.045100633054971695,,,,,,
173,49241,,,0.04513969644904137,,,,,,
174,49524,,,0.04496537521481514,,,,,,
175,49807,,,0.04500311240553856,,,,,,
176,50090,,,0.04495595395565033,,,,,,
177,50373,,,0.045085784047842026,,,,,,
178,50656,,,0.04502148553729057,,,,,,
179,50939,,,0.044949281960725784,,,,,,
180,51222,,,0.04511600360274315,,,,,,
181,51505,,,0.044950779527425766,,,,,,
182,51788,,,0.04522402212023735,,,,,,
183,52071,,,0.044909585267305374,,,,,,
184,52354,,,0.04501691460609436,,,,,,
185,52637,,,0.04509470984339714,,,,,,
186,52920,,,0.04498522728681564,,,,,,
187,53203,,,0.044896937906742096,,,,,,
188,53486,,,0.04531930387020111,,,,,,
189,53769,,,0.0450722873210907,,,,,,
190,54052,,,0.044921427965164185,,,,,,
191,54335,,,0.04501532390713692,,,,,,
192,54618,,,0.0449548065662384,,,,,,
193,54901,,,0.045185934752225876,,,,,,
194,55184,,,0.04491104930639267,,,,,,
195,55467,,,0.044849976897239685,,,,,,
196,55750,,,0.045014236122369766,,,,,,
197,56033,,,0.044984109699726105,,,,,,
198,56316,,,0.04502033069729805,,,,,,
199,199,0.84506756067276,0.017551010474562645,,0.04438191880937336,0.07751455903053284,,,,
199,56599,,,,,,0.37363842129707336,0.01763005182147026,0.044427454471588135,0.12447630614042282
199,56599,,,0.04500234127044678,,,,,,
200,56882,,,0.0448770672082901,,,,,,
201,57165,,,0.04503795877099037,,,,,,
202,57448,,,0.04498261213302612,,,,,,
203,57731,,,0.04520728811621666,,,,,,
204,58014,,,0.045177869498729706,,,,,,
205,58297,,,0.04506314545869827,,,,,,
206,58580,,,0.04501195251941681,,,,,,
207,58863,,,0.04491245746612549,,,,,,
208,59146,,,0.044936951249837875,,,,,,
209,59429,,,0.04486813023686409,,,,,,
210,59712,,,0.04498825967311859,,,,,,
211,59995,,,0.044999923557043076,,,,,,
212,60278,,,0.04510600492358208,,,,,,
213,60561,,,0.04489478841423988,,,,,,
214,60844,,,0.04506267234683037,,,,,,
215,61127,,,0.04493741691112518,,,,,,
216,61410,,,0.045038849115371704,,,,,,
217,61693,,,0.045043013989925385,,,,,,
218,61976,,,0.044864777475595474,,,,,,
219,62259,,,0.04510027915239334,,,,,,
220,62542,,,0.04494894668459892,,,,,,
221,62825,,,0.04493352398276329,,,,,,
222,63108,,,0.04505520686507225,,,,,,
223,63391,,,0.0449720174074173,,,,,,
224,63674,,,0.044872675091028214,,,,,,
225,63957,,,0.04498220607638359,,,,,,
226,64240,,,0.04487749934196472,,,,,,
227,64523,,,0.0449746772646904,,,,,,
228,64806,,,0.04495968669652939,,,,,,
229,65089,,,0.04486248642206192,,,,,,
230,65372,,,0.044866643846035004,,,,,,
231,65655,,,0.044929761439561844,,,,,,
232,65938,,,0.044967103749513626,,,,,,
233,66221,,,0.04492493346333504,,,,,,
234,66504,,,0.04503457993268967,,,,,,
235,66787,,,0.045007601380348206,,,,,,
236,67070,,,0.04491638019680977,,,,,,
237,67353,,,0.04485079646110535,,,,,,
238,67636,,,0.04508192464709282,,,,,,
239,67919,,,0.04491465166211128,,,,,,
240,68202,,,0.04494745656847954,,,,,,
241,68485,,,0.04483623802661896,,,,,,
242,68768,,,0.045008860528469086,,,,,,
243,69051,,,0.044977158308029175,,,,,,
244,69334,,,0.045085255056619644,,,,,,
