epoch,step,train_loss,train_loss_epoch,weight_norm/fc.0.bias,weight_norm/fc.0.weight,weight_norm/fc.3.bias,weight_norm/fc.3.weight,weight_norm/gru.bias_hh_l0,weight_norm/gru.bias_hh_l1,weight_norm/gru.bias_ih_l0,weight_norm/gru.bias_ih_l1,weight_norm/gru.weight_hh_l0,weight_norm/gru.weight_hh_l1,weight_norm/gru.weight_ih_l0,weight_norm/gru.weight_ih_l1
0,499,25.766983032226562,,,,,,,,,,,,,
0,509,25.761695861816406,,,,,,,,,,,,,
0,519,25.833721160888672,,,,,,,,,,,,,
0,529,25.696460723876953,,,,,,,,,,,,,
0,539,25.757061004638672,,,,,,,,,,,,,
0,549,25.825464248657227,,,,,,,,,,,,,
0,559,25.664348602294922,,,,,,,,,,,,,
0,564,,26.248531341552734,,,,,,,,,,,,
1,569,25.858436584472656,,,,,,,,,,,,,
1,579,25.73858642578125,,,,,,,,,,,,,
1,589,25.733877182006836,,,,,,,,,,,,,
1,599,25.878620147705078,,,,,,,,,,,,,
1,609,25.608261108398438,,,,,,,,,,,,,
1,619,25.827930450439453,,,,,,,,,,,,,
1,629,25.815933227539062,,,,,,,,,,,,,
1,639,26.00794219970703,,,,,,,,,,,,,
1,649,25.80548095703125,,,,,,,,,,,,,
1,659,25.8354434967041,,,,,,,,,,,,,
1,669,25.98312759399414,,,,,,,,,,,,,
1,679,25.723661422729492,,,,,,,,,,,,,
1,689,25.978429794311523,,,,,,,,,,,,,
1,699,25.951190948486328,,,,,,,,,,,,,
1,709,25.71930503845215,,,,,,,,,,,,,
1,719,25.778902053833008,,,,,,,,,,,,,
1,729,25.74322509765625,,,,,,,,,,,,,
1,739,25.751314163208008,,,,,,,,,,,,,
1,749,25.789203643798828,,,,,,,,,,,,,
1,759,25.903053283691406,,,,,,,,,,,,,
1,769,25.82341957092285,,,,,,,,,,,,,
1,779,25.879690170288086,,,,,,,,,,,,,
1,789,25.756322860717773,,,,,,,,,,,,,
1,799,25.7452392578125,,,,,,,,,,,,,
1,809,25.855802536010742,,,,,,,,,,,,,
1,819,25.937772750854492,,,,,,,,,,,,,
1,829,26.046186447143555,,,,,,,,,,,,,
1,839,25.779560089111328,,,,,,,,,,,,,
1,849,25.734033584594727,,,,,,,,,,,,,
1,859,26.020164489746094,,,,,,,,,,,,,
1,869,25.642568588256836,,,,,,,,,,,,,
1,879,25.61935043334961,,,,,,,,,,,,,
1,889,25.97439956665039,,,,,,,,,,,,,
1,899,25.653236389160156,,,,,,,,,,,,,
1,909,25.814340591430664,,,,,,,,,,,,,
1,919,25.999860763549805,,,,,,,,,,,,,
1,929,25.808866500854492,,,,,,,,,,,,,
1,939,25.59771156311035,,,,,,,,,,,,,
1,949,25.87215805053711,,,,,,,,,,,,,
1,959,25.932748794555664,,,,,,,,,,,,,
1,969,25.633874893188477,,,,,,,,,,,,,
1,979,25.62554931640625,,,,,,,,,,,,,
1,989,25.7255802154541,,,,,,,,,,,,,
1,999,25.724275588989258,,,,,,,,,,,,,
1,1009,25.822738647460938,,,,,,,,,,,,,
1,1019,25.92889404296875,,,,,,,,,,,,,
1,1029,25.804729461669922,,,,,,,,,,,,,
1,1039,25.83230972290039,,,,,,,,,,,,,
1,1049,25.650331497192383,,,,,,,,,,,,,
1,1059,25.690845489501953,,,,,,,,,,,,,
1,1069,25.671863555908203,,,,,,,,,,,,,
1,1079,25.9317684173584,,,,,,,,,,,,,
1,1089,25.840740203857422,,,,,,,,,,,,,
1,1099,25.6640567779541,,,,,,,,,,,,,
1,1109,25.689109802246094,,,,,,,,,,,,,
1,1119,25.71661376953125,,,,,,,,,,,,,
1,1129,25.6476993560791,,,,,,,,,,,,,
1,1129,,25.808746337890625,,,,,,,,,,,,
2,1139,26.155675888061523,,,,,,,,,,,,,
2,1149,25.835037231445312,,,,,,,,,,,,,
2,1159,25.858720779418945,,,,,,,,,,,,,
2,1169,25.592906951904297,,,,,,,,,,,,,
2,1179,25.845718383789062,,,,,,,,,,,,,
2,1189,25.79352569580078,,,,,,,,,,,,,
2,1199,25.786550521850586,,,,,,,,,,,,,
2,1209,25.80379867553711,,,,,,,,,,,,,
2,1219,25.771800994873047,,,,,,,,,,,,,
2,1229,25.819181442260742,,,,,,,,,,,,,
2,1239,25.650775909423828,,,,,,,,,,,,,
2,1249,25.703245162963867,,,,,,,,,,,,,
2,1259,25.738801956176758,,,,,,,,,,,,,
2,1269,25.79880142211914,,,,,,,,,,,,,
2,1279,25.857404708862305,,,,,,,,,,,,,
2,1289,25.716842651367188,,,,,,,,,,,,,
2,1299,25.74123764038086,,,,,,,,,,,,,
2,1309,25.764219284057617,,,,,,,,,,,,,
2,1319,25.780874252319336,,,,,,,,,,,,,
2,1329,25.7868595123291,,,,,,,,,,,,,
2,1339,25.774005889892578,,,,,,,,,,,,,
2,1349,25.945161819458008,,,,,,,,,,,,,
2,1359,25.717870712280273,,,,,,,,,,,,,
2,1369,25.756885528564453,,,,,,,,,,,,,
2,1379,25.639629364013672,,,,,,,,,,,,,
2,1389,25.636484146118164,,,,,,,,,,,,,
2,1399,25.795330047607422,,,,,,,,,,,,,
2,1409,25.738994598388672,,,,,,,,,,,,,
2,1419,25.80068588256836,,,,,,,,,,,,,
2,1429,25.713424682617188,,,,,,,,,,,,,
2,1439,25.628084182739258,,,,,,,,,,,,,
2,1449,25.700090408325195,,,,,,,,,,,,,
2,1459,25.805559158325195,,,,,,,,,,,,,
2,1469,25.869447708129883,,,,,,,,,,,,,
2,1479,25.895811080932617,,,,,,,,,,,,,
2,1489,25.751962661743164,,,,,,,,,,,,,
2,1499,25.926376342773438,,,,,,,,,,,,,
2,1509,25.725126266479492,,,,,,,,,,,,,
2,1519,25.601058959960938,,,,,,,,,,,,,
2,1529,25.810321807861328,,,,,,,,,,,,,
2,1539,25.614885330200195,,,,,,,,,,,,,
2,1549,25.776264190673828,,,,,,,,,,,,,
2,1559,25.855504989624023,,,,,,,,,,,,,
2,1569,25.778644561767578,,,,,,,,,,,,,
2,1579,25.686670303344727,,,,,,,,,,,,,
2,1589,25.7520809173584,,,,,,,,,,,,,
2,1599,25.62322235107422,,,,,,,,,,,,,
2,1609,25.738431930541992,,,,,,,,,,,,,
2,1619,25.678136825561523,,,,,,,,,,,,,
2,1629,25.584152221679688,,,,,,,,,,,,,
2,1639,25.785232543945312,,,,,,,,,,,,,
2,1649,25.75881576538086,,,,,,,,,,,,,
2,1659,25.682382583618164,,,,,,,,,,,,,
2,1669,25.691347122192383,,,,,,,,,,,,,
2,1679,25.685928344726562,,,,,,,,,,,,,
2,1689,25.699430465698242,,,,,,,,,,,,,
2,1694,,25.75309944152832,,,,,,,,,,,,
3,1699,25.553152084350586,,,,,,,,,,,,,
3,1709,25.615781784057617,,,,,,,,,,,,,
3,1719,26.016216278076172,,,,,,,,,,,,,
3,1729,25.565908432006836,,,,,,,,,,,,,
3,1739,25.712221145629883,,,,,,,,,,,,,
3,1749,25.743274688720703,,,,,,,,,,,,,
3,1759,25.554033279418945,,,,,,,,,,,,,
3,1769,25.76648712158203,,,,,,,,,,,,,
3,1779,25.66525650024414,,,,,,,,,,,,,
3,1789,25.6686954498291,,,,,,,,,,,,,
3,1799,25.794767379760742,,,,,,,,,,,,,
3,1809,25.81958770751953,,,,,,,,,,,,,
3,1819,25.836694717407227,,,,,,,,,,,,,
3,1829,25.72418975830078,,,,,,,,,,,,,
3,1839,25.716325759887695,,,,,,,,,,,,,
3,1849,25.839529037475586,,,,,,,,,,,,,
3,1859,25.838560104370117,,,,,,,,,,,,,
3,1869,25.810199737548828,,,,,,,,,,,,,
3,1879,25.598806381225586,,,,,,,,,,,,,
3,1889,25.662607192993164,,,,,,,,,,,,,
3,1899,25.760141372680664,,,,,,,,,,,,,
3,1909,25.733755111694336,,,,,,,,,,,,,
3,1919,25.898601531982422,,,,,,,,,,,,,
3,1929,25.786231994628906,,,,,,,,,,,,,
3,1939,25.68398666381836,,,,,,,,,,,,,
3,1949,25.74494171142578,,,,,,,,,,,,,
3,1959,25.586841583251953,,,,,,,,,,,,,
3,1969,25.683961868286133,,,,,,,,,,,,,
3,1979,25.660137176513672,,,,,,,,,,,,,
3,1989,25.72659683227539,,,,,,,,,,,,,
3,1999,25.604331970214844,,,,,,,,,,,,,
3,2009,25.703266143798828,,,,,,,,,,,,,
3,2019,25.756010055541992,,,,,,,,,,,,,
3,2029,25.601520538330078,,,,,,,,,,,,,
3,2039,25.745893478393555,,,,,,,,,,,,,
3,2049,25.958494186401367,,,,,,,,,,,,,
3,2059,25.847570419311523,,,,,,,,,,,,,
3,2069,25.6436710357666,,,,,,,,,,,,,
3,2079,25.675317764282227,,,,,,,,,,,,,
3,2089,25.73833656311035,,,,,,,,,,,,,
3,2099,25.684791564941406,,,,,,,,,,,,,
3,2109,25.661724090576172,,,,,,,,,,,,,
3,2119,25.890607833862305,,,,,,,,,,,,,
3,2129,25.69448471069336,,,,,,,,,,,,,
3,2139,25.586397171020508,,,,,,,,,,,,,
3,2149,25.842382431030273,,,,,,,,,,,,,
3,2159,25.822494506835938,,,,,,,,,,,,,
3,2169,25.678787231445312,,,,,,,,,,,,,
3,2179,25.786134719848633,,,,,,,,,,,,,
3,2189,25.684553146362305,,,,,,,,,,,,,
3,2199,25.674663543701172,,,,,,,,,,,,,
3,2209,25.828413009643555,,,,,,,,,,,,,
3,2219,25.93207359313965,,,,,,,,,,,,,
3,2229,25.452314376831055,,,,,,,,,,,,,
3,2239,25.617998123168945,,,,,,,,,,,,,
3,2249,25.563581466674805,,,,,,,,,,,,,
3,2259,25.505992889404297,,,,,,,,,,,,,
3,2259,,25.722152709960938,,,,,,,,,,,,
4,2269,25.628286361694336,,,,,,,,,,,,,
4,2279,25.63482666015625,,,,,,,,,,,,,
4,2289,25.71044921875,,,,,,,,,,,,,
4,2299,25.798490524291992,,,,,,,,,,,,,
4,2309,25.78746795654297,,,,,,,,,,,,,
4,2319,25.717199325561523,,,,,,,,,,,,,
4,2329,25.902326583862305,,,,,,,,,,,,,
4,2339,25.652799606323242,,,,,,,,,,,,,
4,2349,25.900014877319336,,,,,,,,,,,,,
4,2359,25.87726593017578,,,,,,,,,,,,,
4,2369,25.685026168823242,,,,,,,,,,,,,
4,2379,25.732362747192383,,,,,,,,,,,,,
4,2389,25.71856689453125,,,,,,,,,,,,,
4,2399,25.70221710205078,,,,,,,,,,,,,
4,2409,25.76667022705078,,,,,,,,,,,,,
4,2419,25.670921325683594,,,,,,,,,,,,,
4,2429,25.584178924560547,,,,,,,,,,,,,
4,2439,25.709264755249023,,,,,,,,,,,,,
4,2449,25.815204620361328,,,,,,,,,,,,,
4,2459,25.709218978881836,,,,,,,,,,,,,
4,2469,25.744487762451172,,,,,,,,,,,,,
4,2479,25.661821365356445,,,,,,,,,,,,,
4,2489,25.679906845092773,,,,,,,,,,,,,
4,2499,25.521987915039062,,,,,,,,,,,,,
4,2509,25.496570587158203,,,,,,,,,,,,,
4,2519,25.780973434448242,,,,,,,,,,,,,
4,2529,25.7073917388916,,,,,,,,,,,,,
4,2539,25.591388702392578,,,,,,,,,,,,,
4,2549,25.67168426513672,,,,,,,,,,,,,
4,2559,25.60138511657715,,,,,,,,,,,,,
4,2569,25.652345657348633,,,,,,,,,,,,,
4,2579,25.7152099609375,,,,,,,,,,,,,
4,2589,25.640342712402344,,,,,,,,,,,,,
4,2599,25.693422317504883,,,,,,,,,,,,,
4,2609,25.6092529296875,,,,,,,,,,,,,
4,2619,25.653154373168945,,,,,,,,,,,,,
4,2629,25.724573135375977,,,,,,,,,,,,,
4,2639,25.737916946411133,,,,,,,,,,,,,
4,2649,25.66018295288086,,,,,,,,,,,,,
4,2659,25.75176429748535,,,,,,,,,,,,,
4,2669,25.487564086914062,,,,,,,,,,,,,
4,2679,25.4846248626709,,,,,,,,,,,,,
4,2689,25.70056915283203,,,,,,,,,,,,,
4,2699,25.6394100189209,,,,,,,,,,,,,
4,2709,25.571361541748047,,,,,,,,,,,,,
4,2719,25.701190948486328,,,,,,,,,,,,,
4,2729,25.590930938720703,,,,,,,,,,,,,
4,2739,25.726659774780273,,,,,,,,,,,,,
4,2749,25.681438446044922,,,,,,,,,,,,,
4,2759,25.781431198120117,,,,,,,,,,,,,
4,2769,25.672880172729492,,,,,,,,,,,,,
4,2779,25.691801071166992,,,,,,,,,,,,,
4,2789,25.55325698852539,,,,,,,,,,,,,
4,2799,25.79187774658203,,,,,,,,,,,,,
4,2809,25.614824295043945,,,,,,,,,,,,,
4,2819,25.692296981811523,,,,,,,,,,,,,
4,2824,,25.708974838256836,,,,,,,,,,,,
5,2829,25.656919479370117,,,,,,,,,,,,,
5,2839,25.659076690673828,,,,,,,,,,,,,
5,2849,25.627605438232422,,,,,,,,,,,,,
5,2859,25.715803146362305,,,,,,,,,,,,,
5,2869,25.595664978027344,,,,,,,,,,,,,
5,2879,25.852479934692383,,,,,,,,,,,,,
5,2889,25.64828872680664,,,,,,,,,,,,,
5,2899,25.702486038208008,,,,,,,,,,,,,
5,2909,25.645957946777344,,,,,,,,,,,,,
5,2919,25.617591857910156,,,,,,,,,,,,,
5,2929,25.705245971679688,,,,,,,,,,,,,
5,2939,25.703630447387695,,,,,,,,,,,,,
5,2949,25.8664493560791,,,,,,,,,,,,,
5,2959,25.860036849975586,,,,,,,,,,,,,
5,2969,25.58013916015625,,,,,,,,,,,,,
5,2979,25.626991271972656,,,,,,,,,,,,,
5,2989,25.747661590576172,,,,,,,,,,,,,
5,2999,25.821382522583008,,,,,,,,,,,,,
5,3009,25.713407516479492,,,,,,,,,,,,,
5,3019,25.755064010620117,,,,,,,,,,,,,
5,3029,25.7047119140625,,,,,,,,,,,,,
5,3039,25.779067993164062,,,,,,,,,,,,,
5,3049,25.67929458618164,,,,,,,,,,,,,
5,3059,25.8486270904541,,,,,,,,,,,,,
5,3069,25.73029136657715,,,,,,,,,,,,,
5,3079,25.494752883911133,,,,,,,,,,,,,
5,3089,25.737810134887695,,,,,,,,,,,,,
5,3099,25.752283096313477,,,,,,,,,,,,,
5,3109,25.756216049194336,,,,,,,,,,,,,
5,3119,25.697168350219727,,,,,,,,,,,,,
5,3129,25.7235164642334,,,,,,,,,,,,,
5,3139,25.761367797851562,,,,,,,,,,,,,
5,3149,25.653383255004883,,,,,,,,,,,,,
5,3159,25.74673080444336,,,,,,,,,,,,,
5,3169,25.664047241210938,,,,,,,,,,,,,
5,3179,25.817773818969727,,,,,,,,,,,,,
5,3189,25.70645523071289,,,,,,,,,,,,,
5,3199,25.7563533782959,,,,,,,,,,,,,
5,3209,25.764135360717773,,,,,,,,,,,,,
5,3219,25.727018356323242,,,,,,,,,,,,,
5,3229,25.852895736694336,,,,,,,,,,,,,
5,3239,25.775283813476562,,,,,,,,,,,,,
5,3249,25.7974796295166,,,,,,,,,,,,,
5,3259,25.76750946044922,,,,,,,,,,,,,
5,3269,25.671527862548828,,,,,,,,,,,,,
5,3279,25.700544357299805,,,,,,,,,,,,,
5,3289,25.62427520751953,,,,,,,,,,,,,
5,3299,25.692489624023438,,,,,,,,,,,,,
5,3309,25.576889038085938,,,,,,,,,,,,,
5,3319,25.734451293945312,,,,,,,,,,,,,
5,3329,25.791297912597656,,,,,,,,,,,,,
5,3339,25.662744522094727,,,,,,,,,,,,,
5,3349,25.615346908569336,,,,,,,,,,,,,
5,3359,25.85947036743164,,,,,,,,,,,,,
5,3369,25.681232452392578,,,,,,,,,,,,,
5,3379,25.608457565307617,,,,,,,,,,,,,
5,3389,25.78646469116211,,,,,,,,,,,,,
5,3389,,25.70362091064453,,,,,,,,,,,,
6,3399,25.746458053588867,,,,,,,,,,,,,
6,3409,25.674570083618164,,,,,,,,,,,,,
6,3419,25.587053298950195,,,,,,,,,,,,,
6,3429,25.605636596679688,,,,,,,,,,,,,
6,3439,25.852699279785156,,,,,,,,,,,,,
6,3449,25.656574249267578,,,,,,,,,,,,,
6,3459,25.766210556030273,,,,,,,,,,,,,
6,3469,25.614076614379883,,,,,,,,,,,,,
6,3479,25.724693298339844,,,,,,,,,,,,,
6,3489,25.804262161254883,,,,,,,,,,,,,
6,3499,25.576444625854492,,,,,,,,,,,,,
6,3509,25.799419403076172,,,,,,,,,,,,,
6,3519,25.611093521118164,,,,,,,,,,,,,
6,3529,25.699071884155273,,,,,,,,,,,,,
6,3539,25.71446990966797,,,,,,,,,,,,,
6,3549,25.809953689575195,,,,,,,,,,,,,
6,3559,25.585243225097656,,,,,,,,,,,,,
6,3569,25.616893768310547,,,,,,,,,,,,,
6,3579,25.639915466308594,,,,,,,,,,,,,
6,3589,25.7550048828125,,,,,,,,,,,,,
6,3599,25.74816131591797,,,,,,,,,,,,,
6,3609,25.756921768188477,,,,,,,,,,,,,
6,3619,25.640121459960938,,,,,,,,,,,,,
6,3629,25.706045150756836,,,,,,,,,,,,,
6,3639,25.69607162475586,,,,,,,,,,,,,
6,3649,25.793933868408203,,,,,,,,,,,,,
6,3659,25.526348114013672,,,,,,,,,,,,,
6,3669,25.769620895385742,,,,,,,,,,,,,
6,3679,25.59668731689453,,,,,,,,,,,,,
6,3689,25.7819766998291,,,,,,,,,,,,,
6,3699,25.621570587158203,,,,,,,,,,,,,
