dino_loss,epoch,ibot_loss,koleo_loss,step,total_loss,total_loss_epoch
5.529250144958496,0,5.532841205596924,-0.24573251605033875,9,11.052262306213379,
5.5320281982421875,0,5.524306297302246,-0.2672146260738373,19,11.045645713806152,
5.526788711547852,0,5.522367477416992,-0.2643226981163025,29,11.038583755493164,
5.522764205932617,0,5.516185283660889,-0.26142406463623047,39,11.02849292755127,
5.513325214385986,0,5.505657196044922,-0.25211915373802185,49,11.008896827697754,
5.500264644622803,0,5.495473384857178,-0.22460195422172546,59,10.986754417419434,
5.497306823730469,0,5.481401443481445,-0.2127821296453476,69,10.970196723937988,
5.484859466552734,0,5.460727691650391,-0.18687956035137177,79,10.938112258911133,
5.469475269317627,0,5.4317522048950195,-0.1787976771593094,89,10.894076347351074,
5.408142566680908,0,5.408209323883057,-0.0801611989736557,99,10.813145637512207,
5.392877578735352,0,5.3787431716918945,-0.12864944338798523,109,10.766474723815918,
5.382213592529297,0,5.345179557800293,-0.04224406182765961,119,10.725703239440918,
5.341985702514648,0,5.327692985534668,-0.0992397591471672,129,10.665709495544434,
5.246952056884766,0,5.293701171875,0.012894228100776672,139,10.541169166564941,
5.180335998535156,0,5.256474018096924,0.057193823158741,149,10.43909740447998,
5.144833564758301,0,5.2179856300354,0.1084292009472847,159,10.367156982421875,
5.094594478607178,0,5.195586204528809,0.056282319128513336,169,10.292431831359863,
5.084525108337402,0,5.164586544036865,0.15141822397708893,179,10.255167961120605,
4.969926834106445,0,5.128121852874756,0.15270672738552094,189,10.104157447814941,
4.8833136558532715,0,5.086330890655518,0.26576316356658936,199,9.98027515411377,
4.918945789337158,0,5.082989692687988,0.3345717489719391,209,10.015318870544434,
4.796886920928955,0,5.021167755126953,0.3707181215286255,219,9.83288288116455,
4.741411209106445,0,5.008595943450928,0.3552109897136688,229,9.764216423034668,
4.666915416717529,0,4.985377311706543,0.5502226948738098,239,9.674301147460938,
4.748160362243652,0,4.966775894165039,0.5484704971313477,249,9.736875534057617,
4.6567769050598145,0,4.948281288146973,0.6176261901855469,259,9.62976360321045,
4.568180084228516,0,4.914017200469971,0.8239559531211853,269,9.515154838562012,
4.5727219581604,0,4.89115571975708,0.9431426525115967,279,9.501603126525879,
4.565927028656006,0,4.879614353179932,0.9391597509384155,289,9.483107566833496,
4.544669151306152,0,4.883112907409668,0.8818657994270325,299,9.463056564331055,
4.50880241394043,0,4.832715034484863,1.0532513856887817,309,9.383647918701172,
4.521215438842773,0,4.831940174102783,0.9620062112808228,319,9.391634941101074,
4.522817611694336,0,4.82800817489624,1.0233051776885986,329,9.391758918762207,
4.529974937438965,0,4.799862861633301,1.1190524101257324,339,9.37459945678711,
4.4873046875,0,4.795602321624756,1.188275933265686,349,9.330438613891602,
4.471954345703125,0,4.774328231811523,1.195510745048523,359,9.294102668762207,
4.498532295227051,0,4.769510269165039,1.147704005241394,369,9.313950538635254,
4.434746742248535,0,4.747235298156738,1.334797978401184,379,9.235373497009277,
4.4570698738098145,0,4.744128704071045,1.1985652446746826,389,9.249140739440918,
4.4581146240234375,0,4.7512078285217285,1.0936973094940186,399,9.253069877624512,
4.515883445739746,0,4.718688011169434,1.2056753635406494,409,9.282798767089844,
4.4456787109375,0,4.733853340148926,1.242842197418213,419,9.229246139526367,
4.458217144012451,0,4.710102081298828,1.1436389684677124,429,9.214065551757812,
4.458723068237305,0,4.701051712036133,1.2899096012115479,439,9.211371421813965,
4.436916351318359,0,4.711467266082764,1.1792244911193848,449,9.195552825927734,
4.484544277191162,0,4.702325344085693,1.0905392169952393,459,9.230491638183594,
4.448779106140137,0,4.701580047607422,1.1366982460021973,469,9.19582748413086,
4.424132823944092,0,4.699824333190918,1.1937227249145508,479,9.17170524597168,
4.400827407836914,0,4.690917015075684,1.2859430313110352,489,9.143181800842285,
