epoch,step,train_auc_eval,train_f1_eval,train_loss,train_loss_eval,train_map_eval,val_auc,val_f1,val_loss,val_map
34,9904,,,0.04875030368566513,,,,,,
35,10187,,,0.048736944794654846,,,,,,
36,10470,,,0.048758093267679214,,,,,,
37,10753,,,0.048687588423490524,,,,,,
38,11036,,,0.04880211874842644,,,,,,
39,39,0.8022469878196716,0.013749780133366585,,0.04865583590503114,0.05637796223163605,,,,
39,11319,,,,,,0.35719701647758484,0.013871720992028713,0.047930747270584106,0.10124213248491287
39,11319,,,0.0488290935754776,,,,,,
40,11602,,,0.04885455593466759,,,,,,
41,11885,,,0.04866582900285721,,,,,,
42,12168,,,0.04865849390625954,,,,,,
43,12451,,,0.048699770122766495,,,,,,
44,12734,,,0.048880334943532944,,,,,,
45,13017,,,0.0487469881772995,,,,,,
46,13300,,,0.048672981560230255,,,,,,
47,13583,,,0.04881533235311508,,,,,,
48,13866,,,0.04870333895087242,,,,,,
49,49,0.7924812436103821,0.013607367873191833,,0.04955751096670041,0.05475285276770592,,,,
49,14149,,,,,,0.3541998863220215,0.013148998841643333,0.04884655773639679,0.09752549976110458
49,14149,,,0.048675499856472015,,,,,,
50,14432,,,0.04878497123718262,,,,,,
51,14715,,,0.048804353922605515,,,,,,
52,14998,,,0.048677172511816025,,,,,,
53,15281,,,0.04868793115019798,,,,,,
54,15564,,,0.04868459329009056,,,,,,
55,15847,,,0.04877621680498123,,,,,,
56,16130,,,0.04875043034553528,,,,,,
57,16413,,,0.04886431619524956,,,,,,
58,16696,,,0.04878371208906174,,,,,,
59,59,0.8011568784713745,0.009313131682574749,,0.048989938927153,0.055998824536800385,,,,
59,16979,,,,,,0.35537809133529663,0.009225714020431042,0.04822341725230217,0.10202398151159286
59,16979,,,0.04863189160823822,,,,,,
60,17262,,,0.04871058836579323,,,,,,
61,17545,,,0.048557646572589874,,,,,,
62,17828,,,0.048591095954179764,,,,,,
63,18111,,,0.04886754974722862,,,,,,
64,18394,,,0.04888148605823517,,,,,,
65,18677,,,0.04868730157613754,,,,,,
66,18960,,,0.048644207417964935,,,,,,
67,19243,,,0.04856294393539429,,,,,,
68,19526,,,0.048731256276369095,,,,,,
69,69,0.8113658428192139,0.011751602403819561,,0.04803690526035134,0.059302862733602524,,,,
69,19809,,,,,,0.35966864228248596,0.011661147698760033,0.047387801110744476,0.1074323058128357
69,19809,,,0.048680391162633896,,,,,,
70,20092,,,0.048688746988773346,,,,,,
71,20375,,,0.04876193404197693,,,,,,
72,20658,,,0.04871106520295143,,,,,,
73,20941,,,0.04885370656847954,,,,,,
74,21224,,,0.048769015818834305,,,,,,
75,21507,,,0.048692770302295685,,,,,,
76,21790,,,0.048678379505872726,,,,,,
77,22073,,,0.04855352267622948,,,,,,
78,22356,,,0.04867253825068474,,,,,,
79,79,0.8056061267852783,0.01436660997569561,,0.048847563290198924,0.05861885845661163,,,,
79,22639,,,,,,0.35961034893989563,0.014441621489822865,0.04813595861196518,0.10511449724435806
79,22639,,,0.048588138073682785,,,,,,
80,22922,,,0.04874666780233383,,,,,,
81,23205,,,0.048782821744680405,,,,,,
82,23488,,,0.048675455152988434,,,,,,
83,23771,,,0.04859147593379021,,,,,,
84,24054,,,0.048677701503038406,,,,,,
85,24337,,,0.04869640991091728,,,,,,
86,24620,,,0.048696305602788925,,,,,,
87,24903,,,0.048661209642887115,,,,,,
88,25186,,,0.048600658774375916,,,,,,
89,89,0.8057806491851807,0.014161129482090473,,0.04802704908740512,0.05801289528608322,,,,
89,25469,,,,,,0.3585035502910614,0.013929327018558979,0.04743888974189758,0.10618895292282104
89,25469,,,0.04869662970304489,,,,,,
90,25752,,,0.048642877489328384,,,,,,
91,26035,,,0.04861919581890106,,,,,,
92,26318,,,0.04859073832631111,,,,,,
93,26601,,,0.048679571598768234,,,,,,
94,26884,,,0.04879068583250046,,,,,,
95,27167,,,0.0484924241900444,,,,,,
96,27450,,,0.048645198345184326,,,,,,
97,27733,,,0.048583853989839554,,,,,,
98,28016,,,0.048578426241874695,,,,,,
99,99,0.8063592314720154,0.010612997226417065,,0.04851309172835526,0.05864235758781433,,,,
99,28299,,,,,,0.35838478803634644,0.01032299641519785,0.04783855006098747,0.104282908141613
99,28299,,,0.048774395138025284,,,,,,
100,28582,,,0.048671409487724304,,,,,,
101,28865,,,0.04859403893351555,,,,,,
102,29148,,,0.04869437962770462,,,,,,
103,29431,,,0.04855579510331154,,,,,,
104,29714,,,0.048787202686071396,,,,,,
105,29997,,,0.048387572169303894,,,,,,
106,30280,,,0.0487167127430439,,,,,,
107,30563,,,0.04849134013056755,,,,,,
108,30846,,,0.04862592741847038,,,,,,
109,109,0.8056121468544006,0.008774779736995697,,0.04804829982770072,0.059226177632808685,,,,
109,31129,,,,,,0.357851505279541,0.008864074014127254,0.04737675562500954,0.10566750168800354
109,31129,,,0.0485028475522995,,,,,,
110,31412,,,0.04856066405773163,,,,,,
111,31695,,,0.04877501353621483,,,,,,
112,31978,,,0.048460703343153,,,,,,
113,32261,,,0.0485709086060524,,,,,,
114,32544,,,0.04858271777629852,,,,,,
115,32827,,,0.048594772815704346,,,,,,
116,33110,,,0.04866062104701996,,,,,,
117,33393,,,0.04843802750110626,,,,,,
118,33676,,,0.04862760752439499,,,,,,
119,119,0.8063790202140808,0.009962505660951138,,0.048641735277304324,0.057464465498924255,,,,
119,33959,,,,,,0.358148992061615,0.009534425102174282,0.048028040677309036,0.10415267944335938
119,33959,,,0.048575423657894135,,,,,,
120,34242,,,0.04881739616394043,,,,,,
121,34525,,,0.04868284612894058,,,,,,
122,34808,,,0.04849676415324211,,,,,,
123,35091,,,0.04860052838921547,,,,,,
124,35374,,,0.04868200048804283,,,,,,
125,35657,,,0.04856092110276222,,,,,,
126,35940,,,0.048593670129776,,,,,,
127,36223,,,0.048733748495578766,,,,,,
128,36506,,,0.04853053390979767,,,,,,
129,129,0.8081690669059753,0.013711557723581791,,0.04765273033938959,0.05931227654218674,,,,
129,36789,,,,,,0.3600780665874481,0.013752738945186138,0.047081660479307175,0.10873295366764069
129,36789,,,0.04852251335978508,,,,,,
