epoch,step,train_loss,train_loss_epoch,val_auc,val_f1,val_loss,val_map
150,5569,0.022229576483368874,,,,,
150,5579,0.02194448560476303,,,,,
150,5586,,0.023844536393880844,,,,
151,5589,0.02387263812124729,,,,,
151,5599,0.020159265026450157,,,,,
151,5609,0.022789297625422478,,,,,
151,5619,0.02111024782061577,,,,,
151,5623,,0.023503948003053665,,,,
152,5629,0.023533334955573082,,,,,
152,5639,0.025115719065070152,,,,,
152,5649,0.02303452417254448,,,,,
152,5659,0.02516230382025242,,,,,
152,5660,,0.023772919550538063,,,,
153,5669,0.024068303406238556,,,,,
153,5679,0.021511567756533623,,,,,
153,5689,0.02307828702032566,,,,,
153,5697,,0.023319583386182785,,,,
154,5699,0.02144707553088665,,,,,
154,5709,0.02465522475540638,,,,,
154,5719,0.024811577051877975,,,,,
154,5729,0.022182295098900795,,,,,
154,5734,,0.022880317643284798,,,,
155,5739,0.021008027717471123,,,,,
155,5749,0.025031346827745438,,,,,
155,5759,0.020341141149401665,,,,,
155,5769,0.02567003294825554,,,,,
155,5771,,0.022616460919380188,,,,
156,5779,0.01918884553015232,,,,,
156,5789,0.02291460707783699,,,,,
156,5799,0.023766495287418365,,,,,
156,5808,,0.022470755502581596,,,,
157,5809,0.02243100292980671,,,,,
157,5819,0.022576091811060905,,,,,
157,5829,0.02101338841021061,,,,,
157,5839,0.021289294585585594,,,,,
157,5845,,0.022283731028437614,,,,
158,5849,0.024022569879889488,,,,,
158,5859,0.02086539939045906,,,,,
158,5869,0.024096479639410973,,,,,
158,5879,0.024586204439401627,,,,,
158,5882,,0.022232873365283012,,,,
159,5889,0.02125677280128002,,,,,
159,5899,0.021987266838550568,,,,,
159,5909,0.022480487823486328,,,,,
159,5919,0.021794196218252182,,,,,
159,5919,,,0.8580969572067261,0.09466208517551422,0.04347608610987663,0.21037131547927856
159,5919,,0.021810680627822876,,,,
160,5929,0.018156765028834343,,,,,
160,5939,0.021787719801068306,,,,,
160,5949,0.020702872425317764,,,,,
160,5956,,0.021607518196105957,,,,
161,5959,0.020790547132492065,,,,,
161,5969,0.024390708655118942,,,,,
161,5979,0.02327883616089821,,,,,
161,5989,0.02074616588652134,,,,,
161,5993,,0.021637283265590668,,,,
162,5999,0.020291941240429878,,,,,
162,6009,0.02031279355287552,,,,,
162,6019,0.022608071565628052,,,,,
162,6029,0.01995934173464775,,,,,
162,6030,,0.02103264443576336,,,,
163,6039,0.021273253485560417,,,,,
163,6049,0.020434336736798286,,,,,
163,6059,0.02028101123869419,,,,,
163,6067,,0.02114390954375267,,,,
164,6069,0.020811479538679123,,,,,
164,6079,0.019828246906399727,,,,,
164,6089,0.019597738981246948,,,,,
164,6099,0.02235444262623787,,,,,
164,6104,,0.020929625257849693,,,,
165,6109,0.02303086221218109,,,,,
165,6119,0.021670455113053322,,,,,
165,6129,0.020580964162945747,,,,,
165,6139,0.023662019520998,,,,,
165,6141,,0.020578507333993912,,,,
166,6149,0.01973755471408367,,,,,
166,6159,0.020351724699139595,,,,,
166,6169,0.020664867013692856,,,,,
166,6178,,0.020671149715781212,,,,
167,6179,0.01953756809234619,,,,,
167,6189,0.018851619213819504,,,,,
167,6199,0.018682895228266716,,,,,
167,6209,0.02042330428957939,,,,,
167,6215,,0.020538069307804108,,,,
168,6219,0.017999209463596344,,,,,
168,6229,0.01632869616150856,,,,,
168,6239,0.01914934441447258,,,,,
168,6249,0.019698096439242363,,,,,
168,6252,,0.01979769766330719,,,,
169,6259,0.021077483892440796,,,,,
169,6269,0.01863981783390045,,,,,
169,6279,0.020325466990470886,,,,,
169,6289,0.019516829401254654,,,,,
169,6289,,,0.8651232123374939,0.11735964566469193,0.043484557420015335,0.22432328760623932
169,6289,,0.01972922310233116,,,,
170,6299,0.01740747131407261,,,,,
170,6309,0.022298887372016907,,,,,
170,6319,0.020550763234496117,,,,,
170,6326,,0.019884975627064705,,,,
171,6329,0.023455342277884483,,,,,
171,6339,0.018569540232419968,,,,,
171,6349,0.019616812467575073,,,,,
171,6359,0.02117890864610672,,,,,
171,6363,,0.019803818315267563,,,,
172,6369,0.01971154659986496,,,,,
172,6379,0.017571015283465385,,,,,
172,6389,0.016971612349152565,,,,,
172,6399,0.021737216040492058,,,,,
172,6400,,0.019275113940238953,,,,
173,6409,0.018189705908298492,,,,,
173,6419,0.019572222605347633,,,,,
173,6429,0.02211269550025463,,,,,
173,6437,,0.01895800605416298,,,,
174,6439,0.01844036392867565,,,,,
174,6449,0.01945667713880539,,,,,
174,6459,0.019626056775450706,,,,,
174,6469,0.019725091755390167,,,,,
174,6474,,0.018865356221795082,,,,
175,6479,0.016859259456396103,,,,,
175,6489,0.01831928826868534,,,,,
175,6499,0.01972874626517296,,,,,
175,6509,0.020295556634664536,,,,,
175,6511,,0.018845397979021072,,,,
176,6519,0.01766701601445675,,,,,
176,6529,0.01784137822687626,,,,,
176,6539,0.0173995029181242,,,,,
176,6548,,0.018558241426944733,,,,
177,6549,0.01728474721312523,,,,,
177,6559,0.018640220165252686,,,,,
177,6569,0.018894631415605545,,,,,
177,6579,0.017014479264616966,,,,,
177,6585,,0.018318219110369682,,,,
178,6589,0.017048228532075882,,,,,
178,6599,0.020075734704732895,,,,,
178,6609,0.01591593213379383,,,,,
178,6619,0.0180332213640213,,,,,
178,6622,,0.018183981999754906,,,,
179,6629,0.015671825036406517,,,,,
179,6639,0.016100380569696426,,,,,
179,6649,0.0171023178845644,,,,,
179,6659,0.018060438334941864,,,,,
179,6659,,,0.8665897846221924,0.12578342854976654,0.04431076720356941,0.2272404432296753
179,6659,,0.01810729317367077,,,,
180,6669,0.017321081832051277,,,,,
180,6679,0.018492719158530235,,,,,
180,6689,0.01654728688299656,,,,,
180,6696,,0.017825361341238022,,,,
181,6699,0.016311930492520332,,,,,
181,6709,0.017362121492624283,,,,,
181,6719,0.017889106646180153,,,,,
181,6729,0.019428186118602753,,,,,
181,6733,,0.017884645611047745,,,,
182,6739,0.01817396841943264,,,,,
182,6749,0.016628501936793327,,,,,
182,6759,0.01624039001762867,,,,,
182,6769,0.016023823991417885,,,,,
182,6770,,0.01723039150238037,,,,
183,6779,0.016299014911055565,,,,,
183,6789,0.019834162667393684,,,,,
183,6799,0.018751662224531174,,,,,
183,6807,,0.017167458310723305,,,,
184,6809,0.016978435218334198,,,,,
184,6819,0.015557374805212021,,,,,
184,6829,0.015835221856832504,,,,,
184,6839,0.01724454201757908,,,,,
184,6844,,0.017328040674328804,,,,
185,6849,0.016351114958524704,,,,,
185,6859,0.015552076511085033,,,,,
185,6869,0.01642276532948017,,,,,
185,6879,0.017192015424370766,,,,,
185,6881,,0.01709253340959549,,,,
186,6889,0.01724400743842125,,,,,
186,6899,0.015273910015821457,,,,,
186,6909,0.016715478152036667,,,,,
186,6918,,0.01691621169447899,,,,
187,6919,0.01651345193386078,,,,,
187,6929,0.01823350042104721,,,,,
187,6939,0.017148436978459358,,,,,
187,6949,0.016027916222810745,,,,,
187,6955,,0.01652996428310871,,,,
188,6959,0.015784889459609985,,,,,
188,6969,0.015420832671225071,,,,,
188,6979,0.017924344167113304,,,,,
188,6989,0.01658821292221546,,,,,
188,6992,,0.016468852758407593,,,,
189,6999,0.015373657457530499,,,,,
189,7009,0.01704365387558937,,,,,
189,7019,0.016894007101655006,,,,,
189,7029,0.01680968701839447,,,,,
189,7029,,,0.8671345710754395,0.1470063030719757,0.04488649219274521,0.23855440318584442
189,7029,,0.016342643648386,,,,
190,7039,0.014676007442176342,,,,,
190,7049,0.015600886195898056,,,,,
190,7059,0.01746985875070095,,,,,
190,7066,,0.01609152927994728,,,,
191,7069,0.016248270869255066,,,,,
191,7079,0.019627228379249573,,,,,
191,7089,0.01556165236979723,,,,,
191,7099,0.018977809697389603,,,,,
191,7103,,0.0165573600679636,,,,
192,7109,0.015349673107266426,,,,,
192,7119,0.01648564450442791,,,,,
192,7129,0.015384910628199577,,,,,
192,7139,0.014957827515900135,,,,,
192,7140,,0.01589316502213478,,,,
193,7149,0.014194108545780182,,,,,
193,7159,0.015396323055028915,,,,,
193,7169,0.015968026593327522,,,,,
193,7177,,0.015784265473484993,,,,
194,7179,0.015977127477526665,,,,,
194,7189,0.017315732315182686,,,,,
194,7199,0.015846354886889458,,,,,
194,7209,0.01300117839127779,,,,,
194,7214,,0.01575394719839096,,,,
195,7219,0.014659482054412365,,,,,
195,7229,0.014329398050904274,,,,,
195,7239,0.015366027131676674,,,,,
195,7249,0.01553561445325613,,,,,
195,7251,,0.015697268769145012,,,,
196,7259,0.014454823918640614,,,,,
196,7269,0.015766620635986328,,,,,
196,7279,0.015041611157357693,,,,,
196,7288,,0.01533653773367405,,,,
197,7289,0.014157085679471493,,,,,
197,7299,0.014681747183203697,,,,,
197,7309,0.016013024374842644,,,,,
197,7319,0.014342552982270718,,,,,
197,7325,,0.01504338625818491,,,,
198,7329,0.013891861774027348,,,,,
198,7339,0.015581624582409859,,,,,
198,7349,0.014384126290678978,,,,,
198,7359,0.017324674874544144,,,,,
198,7362,,0.014998947270214558,,,,
199,7369,0.015420075505971909,,,,,
199,7379,0.014840901829302311,,,,,
199,7389,0.01478533074259758,,,,,
199,7399,0.014575879089534283,,,,,
199,7399,,,0.8702932000160217,0.1564079374074936,0.04554515704512596,0.24345611035823822
199,7399,,0.014788977801799774,,,,
