epoch,step,train_loss,train_loss_epoch,val_auc,val_f1,val_loss,val_map
20,759,0.08098594844341278,,,,,
20,769,0.07697904109954834,,,,,
20,776,,0.07843776792287827,,,,
21,779,0.07643169164657593,,,,,
21,789,0.07385247945785522,,,,,
21,799,0.0749848484992981,,,,,
21,809,0.07736413180828094,,,,,
21,813,,0.07641912251710892,,,,
22,819,0.07553795725107193,,,,,
22,829,0.07284276187419891,,,,,
22,839,0.07744987308979034,,,,,
22,849,0.07457847893238068,,,,,
22,850,,0.07460299134254456,,,,
23,859,0.07086947560310364,,,,,
23,869,0.07534300535917282,,,,,
23,879,0.07323016226291656,,,,,
23,887,,0.07302868366241455,,,,
24,889,0.07619248330593109,,,,,
24,899,0.07376588881015778,,,,,
24,909,0.0725356787443161,,,,,
24,919,0.06970229744911194,,,,,
24,924,,0.07155872881412506,,,,
25,929,0.07231994718313217,,,,,
25,939,0.06928131729364395,,,,,
25,949,0.07156314700841904,,,,,
25,959,0.07084804773330688,,,,,
25,961,,0.0703895315527916,,,,
26,969,0.0702756717801094,,,,,
26,979,0.07385613024234772,,,,,
26,989,0.06698872894048691,,,,,
26,998,,0.06902650743722916,,,,
27,999,0.0668819323182106,,,,,
27,1009,0.06956231594085693,,,,,
27,1019,0.06966008245944977,,,,,
27,1029,0.06668504327535629,,,,,
27,1035,,0.0677269697189331,,,,
28,1039,0.06856892257928848,,,,,
28,1049,0.0641343742609024,,,,,
28,1059,0.06981313973665237,,,,,
28,1069,0.06605138629674911,,,,,
28,1072,,0.06672625243663788,,,,
29,1079,0.06744976341724396,,,,,
29,1089,0.06448619812726974,,,,,
29,1099,0.06383229792118073,,,,,
29,1109,0.06735031306743622,,,,,
29,1109,,,0.5597833395004272,0.005380251910537481,0.06435246020555496,0.03685345500707626
29,1109,,0.06574808061122894,,,,
30,1119,0.06499533355236053,,,,,
30,1129,0.061465002596378326,,,,,
30,1139,0.06511315703392029,,,,,
30,1146,,0.06482627987861633,,,,
31,1149,0.06517639756202698,,,,,
31,1159,0.06662735342979431,,,,,
31,1169,0.06478554755449295,,,,,
31,1179,0.06436964124441147,,,,,
31,1183,,0.06403253972530365,,,,
32,1189,0.06421118974685669,,,,,
32,1199,0.06488750129938126,,,,,
32,1209,0.06228197365999222,,,,,
32,1219,0.06017753481864929,,,,,
32,1220,,0.06317134201526642,,,,
33,1229,0.06326378881931305,,,,,
33,1239,0.06014888733625412,,,,,
33,1249,0.0657118484377861,,,,,
33,1257,,0.06238187104463577,,,,
34,1259,0.06074758619070053,,,,,
34,1269,0.06196903809905052,,,,,
34,1279,0.06030191108584404,,,,,
34,1289,0.06438097357749939,,,,,
34,1294,,0.0616544634103775,,,,
35,1299,0.06260421127080917,,,,,
35,1309,0.06087002158164978,,,,,
35,1319,0.06224893778562546,,,,,
35,1329,0.058990802615880966,,,,,
35,1331,,0.060901056975126266,,,,
36,1339,0.05990808457136154,,,,,
36,1349,0.05931110680103302,,,,,
36,1359,0.059348586946725845,,,,,
36,1368,,0.06031934544444084,,,,
37,1369,0.06187085434794426,,,,,
37,1379,0.06182819604873657,,,,,
37,1389,0.05826197564601898,,,,,
37,1399,0.05894055217504501,,,,,
37,1405,,0.05969592183828354,,,,
38,1409,0.057889796793460846,,,,,
38,1419,0.056368280202150345,,,,,
38,1429,0.06011619418859482,,,,,
38,1439,0.055386994034051895,,,,,
38,1442,,0.05909854546189308,,,,
39,1449,0.0563092865049839,,,,,
39,1459,0.061512500047683716,,,,,
39,1469,0.06028784066438675,,,,,
39,1479,0.05618792027235031,,,,,
39,1479,,,0.5870913863182068,0.008006356656551361,0.058064255863428116,0.04915112629532814
39,1479,,0.058482423424720764,,,,
40,1489,0.05914286896586418,,,,,
40,1499,0.060517627745866776,,,,,
40,1509,0.06146290525794029,,,,,
40,1516,,0.05802149325609207,,,,
41,1519,0.05978673696517944,,,,,
41,1529,0.05565785989165306,,,,,
41,1539,0.055319081991910934,,,,,
41,1549,0.05986828729510307,,,,,
41,1553,,0.0575113482773304,,,,
42,1559,0.05752312391996384,,,,,
42,1569,0.059817612171173096,,,,,
42,1579,0.053053081035614014,,,,,
42,1589,0.055808793753385544,,,,,
42,1590,,0.056920602917671204,,,,
43,1599,0.05186452344059944,,,,,
43,1609,0.05902554839849472,,,,,
43,1619,0.055876292288303375,,,,,
43,1627,,0.056401513516902924,,,,
44,1629,0.05641980096697807,,,,,
44,1639,0.05596810206770897,,,,,
44,1649,0.05468207597732544,,,,,
44,1659,0.05486555024981499,,,,,
44,1664,,0.05587722361087799,,,,
45,1669,0.060537610203027725,,,,,
45,1679,0.054293591529130936,,,,,
45,1689,0.05629677325487137,,,,,
45,1699,0.055649347603321075,,,,,
45,1701,,0.05542532727122307,,,,
46,1709,0.05372757837176323,,,,,
46,1719,0.05693655461072922,,,,,
46,1729,0.0535486564040184,,,,,
46,1738,,0.05501645430922508,,,,
47,1739,0.059127312153577805,,,,,
47,1749,0.052553772926330566,,,,,
47,1759,0.0576699897646904,,,,,
47,1769,0.05435161665081978,,,,,
47,1775,,0.054617125540971756,,,,
48,1779,0.05467352643609047,,,,,
48,1789,0.051495157182216644,,,,,
48,1799,0.05385015159845352,,,,,
48,1809,0.0538082979619503,,,,,
48,1812,,0.05417367070913315,,,,
49,1819,0.054828353226184845,,,,,
49,1829,0.05293571203947067,,,,,
49,1839,0.05320918560028076,,,,,
49,1849,0.05252624303102493,,,,,
49,1849,,,0.6188681125640869,0.008593986742198467,0.05427346006035805,0.059793438762426376
49,1849,,0.05371678248047829,,,,
50,1859,0.0565083846449852,,,,,
50,1869,0.055277805775403976,,,,,
50,1879,0.05308787524700165,,,,,
50,1886,,0.05327359959483147,,,,
51,1889,0.049412865191698074,,,,,
51,1899,0.052246324717998505,,,,,
51,1909,0.051595158874988556,,,,,
51,1919,0.05664960667490959,,,,,
51,1923,,0.05289358273148537,,,,
52,1929,0.0535312294960022,,,,,
52,1939,0.052186328917741776,,,,,
52,1949,0.05493111163377762,,,,,
52,1959,0.04872775077819824,,,,,
52,1960,,0.0524759478867054,,,,
53,1969,0.04971633851528168,,,,,
53,1979,0.05313010886311531,,,,,
53,1989,0.05081593990325928,,,,,
53,1997,,0.05208745226264,,,,
54,1999,0.05272044986486435,,,,,
54,2009,0.05069369077682495,,,,,
54,2019,0.052778344601392746,,,,,
54,2029,0.049259252846241,,,,,
54,2034,,0.051778193563222885,,,,
55,2039,0.051950957626104355,,,,,
55,2049,0.05072765052318573,,,,,
55,2059,0.05278733745217323,,,,,
55,2069,0.05406176298856735,,,,,
55,2071,,0.051408953964710236,,,,
56,2079,0.04987496882677078,,,,,
56,2089,0.051630955189466476,,,,,
56,2099,0.05479450523853302,,,,,
56,2108,,0.05113891139626503,,,,
57,2109,0.05050559714436531,,,,,
57,2119,0.04912673309445381,,,,,
57,2129,0.0483669638633728,,,,,
57,2139,0.04758322983980179,,,,,
57,2145,,0.05079418048262596,,,,
58,2149,0.05345424637198448,,,,,
58,2159,0.05232967808842659,,,,,
58,2169,0.050923414528369904,,,,,
58,2179,0.05023139342665672,,,,,
58,2182,,0.05034511908888817,,,,
59,2189,0.04628213495016098,,,,,
59,2199,0.04866354539990425,,,,,
59,2209,0.05031965300440788,,,,,
59,2219,0.052293259650468826,,,,,
59,2219,,,0.6576219797134399,0.013279170729219913,0.051527731120586395,0.07936393469572067
59,2219,,0.05009140819311142,,,,
60,2229,0.048617396503686905,,,,,
60,2239,0.048886146396398544,,,,,
60,2249,0.04768017679452896,,,,,
60,2256,,0.04947426915168762,,,,
61,2259,0.04912664741277695,,,,,
61,2269,0.048588141798973083,,,,,
61,2279,0.049449626356363297,,,,,
61,2289,0.04808233305811882,,,,,
61,2293,,0.049240704625844955,,,,
62,2299,0.04997936263680458,,,,,
62,2309,0.04902925714850426,,,,,
62,2319,0.04717687517404556,,,,,
62,2329,0.05195501446723938,,,,,
62,2330,,0.04901602864265442,,,,
63,2339,0.047067150473594666,,,,,
63,2349,0.046435803174972534,,,,,
63,2359,0.04797707870602608,,,,,
63,2367,,0.04849018156528473,,,,
64,2369,0.04711839184165001,,,,,
64,2379,0.05082407966256142,,,,,
64,2389,0.04827020689845085,,,,,
64,2399,0.04906044527888298,,,,,
64,2404,,0.04816224426031113,,,,
65,2409,0.044888388365507126,,,,,
65,2419,0.046221017837524414,,,,,
65,2429,0.04952277988195419,,,,,
65,2439,0.05010351166129112,,,,,
65,2441,,0.04781563952565193,,,,
66,2449,0.048400167375802994,,,,,
66,2459,0.04484140872955322,,,,,
66,2469,0.047711003571748734,,,,,
66,2478,,0.0476202629506588,,,,
67,2479,0.04949601739645004,,,,,
67,2489,0.04858633130788803,,,,,
67,2499,0.045259371399879456,,,,,
67,2509,0.044638823717832565,,,,,
67,2515,,0.04743172973394394,,,,
68,2519,0.04636549577116966,,,,,
68,2529,0.04327215999364853,,,,,
68,2539,0.04936783388257027,,,,,
68,2549,0.046215612441301346,,,,,
68,2552,,0.04715858772397041,,,,
69,2559,0.04865141212940216,,,,,
69,2569,0.04604073613882065,,,,,
69,2579,0.050273504108190536,,,,,
69,2589,0.04670759662985802,,,,,
69,2589,,,0.6936671733856201,0.01613846980035305,0.04951675608754158,0.09528890997171402
69,2589,,0.04648331552743912,,,,
70,2599,0.048480574041604996,,,,,
70,2609,0.04726435989141464,,,,,
70,2619,0.04340128228068352,,,,,
70,2626,,0.046191126108169556,,,,
71,2629,0.044652290642261505,,,,,
71,2639,0.044099852442741394,,,,,
71,2649,0.04830842465162277,,,,,
71,2659,0.04361293092370033,,,,,
71,2663,,0.0457686148583889,,,,
72,2669,0.04755663499236107,,,,,
72,2679,0.04710930958390236,,,,,
72,2689,0.04896644502878189,,,,,
72,2699,0.04197610169649124,,,,,
72,2700,,0.04547245427966118,,,,
73,2709,0.04808996245265007,,,,,
73,2719,0.04776940867304802,,,,,
73,2729,0.0424339734017849,,,,,
73,2737,,0.04529901593923569,,,,
74,2739,0.04459008201956749,,,,,
74,2749,0.04696119949221611,,,,,
74,2759,0.043565329164266586,,,,,
74,2769,0.04279367998242378,,,,,
74,2774,,0.044987790286540985,,,,
75,2779,0.04542864114046097,,,,,
75,2789,0.04859676584601402,,,,,
75,2799,0.04358797147870064,,,,,
75,2809,0.04558480158448219,,,,,
75,2811,,0.044654157012701035,,,,
76,2819,0.041003305464982986,,,,,
76,2829,0.04633783549070358,,,,,
76,2839,0.04476778954267502,,,,,
76,2848,,0.04450313746929169,,,,
77,2849,0.04875008389353752,,,,,
77,2859,0.04071755334734917,,,,,
77,2869,0.04168874770402908,,,,,
77,2879,0.04140174016356468,,,,,
77,2885,,0.04411640390753746,,,,
78,2889,0.04070119187235832,,,,,
78,2899,0.045134417712688446,,,,,
78,2909,0.04913143441081047,,,,,
78,2919,0.042972274124622345,,,,,
78,2922,,0.04373126104474068,,,,
79,2929,0.04532758891582489,,,,,
79,2939,0.04224884882569313,,,,,
79,2949,0.041859522461891174,,,,,
79,2959,0.044317763298749924,,,,,
79,2959,,,0.7267035841941833,0.024187397211790085,0.047771625220775604,0.10990284383296967
79,2959,,0.0436229445040226,,,,
80,2969,0.04210570082068443,,,,,
80,2979,0.04121217131614685,,,,,
80,2989,0.04101463407278061,,,,,
80,2996,,0.04309527948498726,,,,
81,2999,0.04759000614285469,,,,,
81,3009,0.03973831981420517,,,,,
81,3019,0.04288569092750549,,,,,
81,3029,0.04073279723525047,,,,,
81,3033,,0.042736321687698364,,,,
82,3039,0.0467422679066658,,,,,
82,3049,0.04161626100540161,,,,,
82,3059,0.039303019642829895,,,,,
82,3069,0.04631759598851204,,,,,
82,3070,,0.042488545179367065,,,,
83,3079,0.04195278510451317,,,,,
83,3089,0.048116669058799744,,,,,
83,3099,0.0411546565592289,,,,,
83,3107,,0.04206034168601036,,,,
84,3109,0.0404813252389431,,,,,
84,3119,0.04172668233513832,,,,,
84,3129,0.043459489941596985,,,,,
84,3139,0.04461192339658737,,,,,
84,3144,,0.04189188405871391,,,,
85,3149,0.039640769362449646,,,,,
85,3159,0.04480864852666855,,,,,
85,3169,0.042678285390138626,,,,,
85,3179,0.04283185675740242,,,,,
85,3181,,0.04150355979800224,,,,
86,3189,0.03807781636714935,,,,,
86,3199,0.04419504851102829,,,,,
86,3209,0.04376579076051712,,,,,
86,3218,,0.041220955550670624,,,,
87,3219,0.03975069522857666,,,,,
87,3229,0.043526213616132736,,,,,
87,3239,0.04104910045862198,,,,,
87,3249,0.04113646224141121,,,,,
87,3255,,0.04089593514800072,,,,
88,3259,0.03976137936115265,,,,,
88,3269,0.04306487739086151,,,,,
88,3279,0.0423918217420578,,,,,
88,3289,0.04114557430148125,,,,,
88,3292,,0.04070610553026199,,,,
89,3299,0.03913644701242447,,,,,
89,3309,0.03892684727907181,,,,,
89,3319,0.038817424327135086,,,,,
89,3329,0.04171020910143852,,,,,
89,3329,,,0.7471126317977905,0.03230562433600426,0.04657354950904846,0.12040041387081146
89,3329,,0.04028181731700897,,,,
90,3339,0.04031568765640259,,,,,
90,3349,0.04349865764379501,,,,,
90,3359,0.04032173007726669,,,,,
90,3366,,0.03999447450041771,,,,
91,3369,0.03869204595685005,,,,,
91,3379,0.04016900062561035,,,,,
91,3389,0.04128259792923927,,,,,
91,3399,0.0400000736117363,,,,,
91,3403,,0.03970947861671448,,,,
92,3409,0.04220006242394447,,,,,
92,3419,0.040226049721241,,,,,
92,3429,0.043431106954813004,,,,,
92,3439,0.037532683461904526,,,,,
92,3440,,0.03952053561806679,,,,
93,3449,0.03844467177987099,,,,,
93,3459,0.03891313076019287,,,,,
93,3469,0.04165291786193848,,,,,
93,3477,,0.03914886340498924,,,,
94,3479,0.03668912500143051,,,,,
94,3489,0.0368175208568573,,,,,
94,3499,0.03485974296927452,,,,,
94,3509,0.03936249762773514,,,,,
94,3514,,0.03890840336680412,,,,
95,3519,0.03689621016383171,,,,,
95,3529,0.03929423168301582,,,,,
95,3539,0.04058534651994705,,,,,
95,3549,0.03594854101538658,,,,,
95,3551,,0.038766030222177505,,,,
96,3559,0.03618527203798294,,,,,
96,3569,0.037421636283397675,,,,,
96,3579,0.0378095805644989,,,,,
96,3588,,0.0383436493575573,,,,
97,3589,0.03472900390625,,,,,
97,3599,0.03896891698241234,,,,,
97,3609,0.03815073519945145,,,,,
97,3619,0.04010258615016937,,,,,
97,3625,,0.03791932016611099,,,,
98,3629,0.039515599608421326,,,,,
98,3639,0.04013309255242348,,,,,
98,3649,0.03704819455742836,,,,,
98,3659,0.03642963618040085,,,,,
98,3662,,0.03800002485513687,,,,
99,3669,0.034222014248371124,,,,,
99,3679,0.03817320987582207,,,,,
99,3689,0.039240386337041855,,,,,
99,3699,0.03946336731314659,,,,,
99,3699,,,0.7732456922531128,0.038132548332214355,0.045428600162267685,0.13816393911838531
99,3699,,0.03737898916006088,,,,
100,3709,0.03371362015604973,,,,,
100,3719,0.03543424606323242,,,,,
100,3729,0.03650078922510147,,,,,
100,3736,,0.0371260941028595,,,,
101,3739,0.03706185147166252,,,,,
101,3749,0.039042551070451736,,,,,
101,3759,0.03835009038448334,,,,,
101,3769,0.03880626708269119,,,,,
101,3773,,0.036870069801807404,,,,
102,3779,0.03781812638044357,,,,,
102,3789,0.03631676360964775,,,,,
102,3799,0.0382377952337265,,,,,
102,3809,0.03461623564362526,,,,,
102,3810,,0.03653957322239876,,,,
103,3819,0.03506740182638168,,,,,
103,3829,0.036596041172742844,,,,,
103,3839,0.034085698425769806,,,,,
103,3847,,0.03641447052359581,,,,
104,3849,0.034393876791000366,,,,,
104,3859,0.03702995926141739,,,,,
104,3869,0.03515627980232239,,,,,
104,3879,0.03544826805591583,,,,,
104,3884,,0.036135315895080566,,,,
105,3889,0.03343861177563667,,,,,
105,3899,0.034671537578105927,,,,,
105,3909,0.035479988902807236,,,,,
105,3919,0.03542507067322731,,,,,
105,3921,,0.035669516772031784,,,,
106,3929,0.03437553346157074,,,,,
106,3939,0.035844989120960236,,,,,
106,3949,0.03620009124279022,,,,,
106,3958,,0.03556074947118759,,,,
107,3959,0.03191440552473068,,,,,
107,3969,0.033912237733602524,,,,,
107,3979,0.0368536002933979,,,,,
107,3989,0.03693696856498718,,,,,
107,3995,,0.03507373109459877,,,,
108,3999,0.03513365238904953,,,,,
108,4009,0.03503688424825668,,,,,
108,4019,0.037125907838344574,,,,,
108,4029,0.03597896173596382,,,,,
108,4032,,0.03479604795575142,,,,
109,4039,0.03482479974627495,,,,,
109,4049,0.0317561961710453,,,,,
109,4059,0.03860754519701004,,,,,
109,4069,0.03173930570483208,,,,,
109,4069,,,0.7988519072532654,0.05345221608877182,0.04459733888506889,0.15550166368484497
109,4069,,0.034608304500579834,,,,
110,4079,0.034707292914390564,,,,,
110,4089,0.03502510115504265,,,,,
110,4099,0.03539431467652321,,,,,
110,4106,,0.03438006713986397,,,,
111,4109,0.03569820523262024,,,,,
111,4119,0.03752468153834343,,,,,
111,4129,0.03977234661579132,,,,,
111,4139,0.034617166966199875,,,,,
111,4143,,0.03422439098358154,,,,
112,4149,0.03563400357961655,,,,,
112,4159,0.03616846352815628,,,,,
112,4169,0.0312807522714138,,,,,
112,4179,0.03281049057841301,,,,,
112,4180,,0.03352990373969078,,,,
113,4189,0.035186223685741425,,,,,
113,4199,0.034444112330675125,,,,,
113,4209,0.03160141035914421,,,,,
113,4217,,0.033528294414281845,,,,
114,4219,0.03222246095538139,,,,,
114,4229,0.0324740894138813,,,,,
114,4239,0.03148447722196579,,,,,
114,4249,0.03462053835391998,,,,,
114,4254,,0.033049702644348145,,,,
115,4259,0.03530134633183479,,,,,
115,4269,0.03354315459728241,,,,,
115,4279,0.03195323050022125,,,,,
115,4289,0.032088782638311386,,,,,
115,4291,,0.032849282026290894,,,,
116,4299,0.03164039924740791,,,,,
116,4309,0.030604178085923195,,,,,
116,4319,0.03259855881333351,,,,,
116,4328,,0.03267848864197731,,,,
117,4329,0.029564840719103813,,,,,
117,4339,0.031048227101564407,,,,,
117,4349,0.03039233572781086,,,,,
117,4359,0.034508805721998215,,,,,
117,4365,,0.03235934302210808,,,,
118,4369,0.03332405537366867,,,,,
118,4379,0.031015820801258087,,,,,
118,4389,0.030243314802646637,,,,,
118,4399,0.03160863369703293,,,,,
118,4402,,0.031889140605926514,,,,
119,4409,0.02865529991686344,,,,,
119,4419,0.03238365799188614,,,,,
119,4429,0.0314311608672142,,,,,
119,4439,0.03136743977665901,,,,,
119,4439,,,0.8130431771278381,0.061479561030864716,0.043275319039821625,0.17223906517028809
119,4439,,0.03177957236766815,,,,
120,4449,0.03082607127726078,,,,,
120,4459,0.03158068284392357,,,,,
120,4469,0.030527297407388687,,,,,
120,4476,,0.03150985762476921,,,,
121,4479,0.031129935756325722,,,,,
121,4489,0.03253067657351494,,,,,
121,4499,0.03339873626828194,,,,,
121,4509,0.029984740540385246,,,,,
121,4513,,0.0313846729695797,,,,
122,4519,0.031027352437376976,,,,,
122,4529,0.03126406669616699,,,,,
122,4539,0.032698966562747955,,,,,
122,4549,0.025977009907364845,,,,,
122,4550,,0.03099868819117546,,,,
123,4559,0.03160267695784569,,,,,
123,4569,0.03147726133465767,,,,,
123,4579,0.029715649783611298,,,,,
123,4587,,0.03056536614894867,,,,
124,4589,0.03070068359375,,,,,
124,4599,0.030448488891124725,,,,,
124,4609,0.030347829684615135,,,,,
124,4619,0.02985834889113903,,,,,
124,4624,,0.03041510097682476,,,,
125,4629,0.02873947285115719,,,,,
125,4639,0.030151134356856346,,,,,
125,4649,0.03357679024338722,,,,,
125,4659,0.032430365681648254,,,,,
125,4661,,0.03029116615653038,,,,
126,4669,0.02615964226424694,,,,,
126,4679,0.031024077907204628,,,,,
126,4689,0.028904501348733902,,,,,
126,4698,,0.02996543049812317,,,,
127,4699,0.03297838568687439,,,,,
127,4709,0.026534855365753174,,,,,
127,4719,0.029817255213856697,,,,,
127,4729,0.03371806442737579,,,,,
127,4735,,0.02957073785364628,,,,
128,4739,0.027863189578056335,,,,,
128,4749,0.030399909242987633,,,,,
128,4759,0.030677281320095062,,,,,
128,4769,0.028664324432611465,,,,,
128,4772,,0.02942126803100109,,,,
129,4779,0.03009950928390026,,,,,
129,4789,0.03040998987853527,,,,,
129,4799,0.03032543696463108,,,,,
129,4809,0.029754994437098503,,,,,
129,4809,,,0.8336463570594788,0.07781907916069031,0.04267682880163193,0.1918942630290985
129,4809,,0.029207536950707436,,,,
130,4819,0.030128510668873787,,,,,
130,4829,0.030583158135414124,,,,,
130,4839,0.028924820944666862,,,,,
130,4846,,0.028753671795129776,,,,
131,4849,0.02778645046055317,,,,,
131,4859,0.032148342579603195,,,,,
131,4869,0.028496166691184044,,,,,
131,4879,0.029829859733581543,,,,,
131,4883,,0.0282821673899889,,,,
132,4889,0.026223545894026756,,,,,
132,4899,0.026653524488210678,,,,,
132,4909,0.024852773174643517,,,,,
132,4919,0.02920174039900303,,,,,
132,4920,,0.028274118900299072,,,,
133,4929,0.027930576354265213,,,,,
133,4939,0.028694629669189453,,,,,
133,4949,0.028866788372397423,,,,,
133,4957,,0.027788633480668068,,,,
134,4959,0.025043485686182976,,,,,
134,4969,0.026010440662503242,,,,,
134,4979,0.028940221294760704,,,,,
134,4989,0.02736136130988598,,,,,
134,4994,,0.027484575286507607,,,,
135,4999,0.030573591589927673,,,,,
135,5009,0.027160266414284706,,,,,
135,5019,0.029128318652510643,,,,,
135,5029,0.02915292978286743,,,,,
135,5031,,0.027759358286857605,,,,
136,5039,0.030197666957974434,,,,,
136,5049,0.025262730196118355,,,,,
136,5059,0.0259141493588686,,,,,
136,5068,,0.027641840279102325,,,,
137,5069,0.025244904682040215,,,,,
137,5079,0.024130355566740036,,,,,
137,5089,0.02807127684354782,,,,,
137,5099,0.028024742379784584,,,,,
137,5105,,0.02690185233950615,,,,
138,5109,0.026188043877482414,,,,,
138,5119,0.028058143332600594,,,,,
138,5129,0.026951048523187637,,,,,
138,5139,0.025332633405923843,,,,,
138,5142,,0.026515347883105278,,,,
139,5149,0.02238425984978676,,,,,
139,5159,0.02660563588142395,,,,,
139,5169,0.025320418179035187,,,,,
139,5179,0.024494299665093422,,,,,
139,5179,,,0.8451859951019287,0.08471070230007172,0.042612574994564056,0.19532008469104767
139,5179,,0.02628403529524803,,,,
140,5189,0.03073662333190441,,,,,
140,5199,0.02487761899828911,,,,,
140,5209,0.02540425956249237,,,,,
140,5216,,0.02610938437283039,,,,
141,5219,0.025221137329936028,,,,,
141,5229,0.02665417455136776,,,,,
141,5239,0.025757072493433952,,,,,
141,5249,0.02938278391957283,,,,,
141,5253,,0.02594384364783764,,,,
142,5259,0.028872590512037277,,,,,
142,5269,0.023974381387233734,,,,,
142,5279,0.022549133747816086,,,,,
142,5289,0.02585705555975437,,,,,
142,5290,,0.025583550333976746,,,,
143,5299,0.02459070459008217,,,,,
143,5309,0.028272420167922974,,,,,
143,5319,0.026160476729273796,,,,,
143,5327,,0.02534649334847927,,,,
144,5329,0.025749389082193375,,,,,
144,5339,0.026789341121912003,,,,,
144,5349,0.0280331801623106,,,,,
144,5359,0.025218416005373,,,,,
144,5364,,0.025158585980534554,,,,
145,5369,0.02324790693819523,,,,,
145,5379,0.026546955108642578,,,,,
145,5389,0.023733314126729965,,,,,
145,5399,0.030794210731983185,,,,,
145,5401,,0.025091327726840973,,,,
146,5409,0.024237550795078278,,,,,
146,5419,0.02631969004869461,,,,,
146,5429,0.027270320802927017,,,,,
146,5438,,0.024749884381890297,,,,
147,5439,0.024101359769701958,,,,,
147,5449,0.025754980742931366,,,,,
147,5459,0.023133445531129837,,,,,
147,5469,0.025662139058113098,,,,,
147,5475,,0.024787167087197304,,,,
148,5479,0.02258198708295822,,,,,
148,5489,0.021663695573806763,,,,,
148,5499,0.023617682978510857,,,,,
148,5509,0.02236531488597393,,,,,
148,5512,,0.02451830729842186,,,,
149,5519,0.024058960378170013,,,,,
149,5529,0.024945059791207314,,,,,
149,5539,0.02354617789387703,,,,,
149,5549,0.02334781177341938,,,,,
149,5549,,,0.8504132628440857,0.08635153621435165,0.04458438605070114,0.19622200727462769
149,5549,,0.024048935621976852,,,,
150,5559,0.022943910211324692,,,,,
